season,week,division,optimal_score,lineup_efficiency,team_score,opponent_score,optimal_opponent_score,result,opponent_id,allplay_wins,allplay_games,allplay_pct,roster_id,optimal_player_id,optimal_player_score,gameweek,matchup_id,manager,points,points_opponent,win,all_play,pp_points,pp_points_opponent,pp_win,selected_pts,selected_win,selected_all_play,selected_pp,selected_pp_opponent,selected_pp_win,nxt_wk_win
1,3,1,98.16,0.731,71.74,96.38,115.03999999999998,L,9,5.0,11,0.455,1,"['11539', '5012', '6804', '8137', '8138', '9224', '9493']","[np.float64(8.0), np.float64(8.4), np.float64(17.46), np.float64(9.7), np.float64(22.4), np.float64(26.6), np.float64(5.6)]",3,1,msouthwell,65.98,131.12,0.0,1.0,91.72,167.12,0.0,65.98,0.0,1.0,91.72,167.12,0.0,0.0
1,3,1,77.24,0.669,51.66,63.9,82.17999999999999,L,11,0.0,11,0.0,2,"['10222', '11560', '5022', '6801', '7528', '7543']","[np.float64(8.4), np.float64(28.34), np.float64(18.8), np.float64(5.9), np.float64(8.2), np.float64(7.6)]",3,5,Newty51,93.3,76.46,1.0,6.0,106.19999999999999,88.96,1.0,93.3,1.0,6.0,106.19999999999999,88.96,1.0,0.0
1,3,1,129.76,0.754,97.84,69.37,88.1,W,10,10.0,11,0.909,3,"['3214', '3451', '7547', '8154', '9221', '9229', '9488']","[np.float64(15.8), np.float64(14.0), np.float64(25.6), np.float64(16.8), np.float64(25.5), np.float64(17.06), np.float64(15.0)]",3,3,TenAndJerry,87.84,58.8,1.0,4.0,117.94,89.5,1.0,87.84,1.0,4.0,117.94,89.5,1.0,0.0
1,3,1,143.0,0.655,93.62,94.61,113.7,L,6,7.0,11,0.636,4,"['11566', '11584', '11632', '8144', '8259', '9484', '9509']","[np.float64(24.3), np.float64(40.4), np.float64(17.4), np.float64(35.5), np.float64(10.0), np.float64(2.8), np.float64(12.6)]",3,6,DanCoulton,129.36,91.28,1.0,10.0,129.36,96.57999999999998,1.0,129.36,1.0,10.0,129.36,96.57999999999998,1.0,0.0
1,3,1,112.86,0.729,82.3,61.73,79.42,W,12,6.0,11,0.545,5,"['10859', '11576', '5927', '6650', '6797', '8134', '8155']","[np.float64(5.3), np.float64(17.7), np.float64(16.5), np.float64(12.0), np.float64(25.26), np.float64(17.8), np.float64(18.3)]",3,2,JPLdavies2024,97.88,122.46,0.0,7.0,116.38000000000001,143.76,0.0,97.88,0.0,7.0,116.38000000000001,143.76,0.0,0.0
1,3,1,113.7,0.832,94.61,93.62,143.0,W,4,8.0,11,0.727,6,"['11624', '11631', '1433', '4866', '4881', '7588', '8130']","[np.float64(17.9), np.float64(17.3), np.float64(10.0), np.float64(21.3), np.float64(19.3), np.float64(17.5), np.float64(10.4)]",3,6,steveoreilly7,91.28,129.36,0.0,5.0,96.57999999999998,129.36,0.0,91.28,0.0,5.0,96.57999999999998,129.36,0.0,0.0
1,3,1,76.0,0.733,55.68,100.82,119.08000000000001,L,8,1.0,11,0.091,7,"['11628', '1373', '3678', '4199', '4950', '5844', '6813']","[np.float64(6.5), np.float64(12.4), np.float64(9.0), np.float64(9.7), np.float64(6.5), np.float64(11.3), np.float64(20.6)]",3,4,JoeWright,120.14,81.38,1.0,8.0,152.74,89.58,1.0,120.14,1.0,8.0,152.74,89.58,1.0,0.0
1,3,1,119.08,0.847,100.82,55.68,76.0,W,7,11.0,11,1.0,8,"['11651', '4018', '4037', '5859', '7042', '7553', '8183']","[np.float64(20.3), np.float64(7.1), np.float64(25.8), np.float64(11.5), np.float64(4.0), np.float64(12.7), np.float64(37.68)]",3,4,mikepearson,81.38,120.14,0.0,3.0,89.58,152.74,0.0,81.38,0.0,3.0,89.58,152.74,0.0,0.0
1,3,1,115.04,0.838,96.38,71.74,98.16,W,1,9.0,11,0.818,9,"['1945', '2216', '4144', '4663', '4892', '7564', '8150']","[np.float64(9.0), np.float64(15.5), np.float64(9.8), np.float64(21.8), np.float64(16.54), np.float64(20.1), np.float64(22.3)]",3,1,benturvill61,131.12,65.98,1.0,11.0,167.12,91.72,1.0,131.12,1.0,11.0,167.12,91.72,1.0,0.0
1,3,1,88.1,0.787,69.37,97.84,129.76,L,3,4.0,11,0.364,10,"['1466', '4046', '4137', '4666', '6943', '7571', '8143']","[np.float64(8.6), np.float64(14.7), np.float64(16.5), np.float64(3.0), np.float64(14.8), np.float64(16.9), np.float64(13.6)]",3,3,skjowitt,58.8,87.84,0.0,0.0,89.5,117.94,0.0,58.8,0.0,0.0,89.5,117.94,0.0,0.0
