season,week,optimal_score,lineup_efficiency,team_score,opponent_score,optimal_opponent_score,result,opponent_id,allplay_wins,allplay_games,allplay_pct,roster_id,optimal_player_id,optimal_player_score,gameweek,manager,points,points_opponent,win,all_play,pp_points,pp_points_opponent,pp_win,selected_pts,selected_win,selected_all_play,selected_pp,selected_pp_opponent,selected_pp_win,nxt_wk_win,league
2,7,102.52,0.749,76.76,102.11,132.71999999999997,L,7,1.0,9,0.111,9,"['2309', '4039', '421', '8150', '8155', '8167', '829', '9484']","[np.float64(7.9), np.float64(14.4), np.float64(10.24), np.float64(21.7), np.float64(10.6), np.float64(12.8), np.float64(15.58), np.float64(9.3)]",7,splangtree,0.0,0.0,0.5,4.5,0.0,0.0,0.5,76.76,0.0,1.0,102.52,132.71999999999997,0.0,0.0,House of Hard Knocks
2,7,156.02,0.704,109.79,114.55,153.98000000000002,L,5,6.0,9,0.667,10,"['3198', '4046', '4068', '4666', '4950', '5012', '6797', '6845']","[np.float64(31.6), np.float64(23.7), np.float64(8.8), np.float64(6.0), np.float64(8.0), np.float64(17.7), np.float64(33.42), np.float64(26.8)]",7,JoeWright,0.0,0.0,0.5,4.5,0.0,0.0,0.5,109.79,0.0,6.0,156.02,153.98000000000002,1.0,0.0,House of Hard Knocks
2,8,171.12,0.772,132.17,96.06,136.86,W,8,8.0,9,0.889,1,"['10236', '11560', '11576', '11624', '4227', '4943', '4983', '5850', '7564']","[np.float64(4.2), np.float64(22.92), np.float64(17.4), np.float64(27.8), np.float64(11.0), np.float64(19.4), np.float64(14.0), np.float64(16.3), np.float64(38.1)]",8,DanCoulton,0.0,0.0,0.5,4.5,0.0,0.0,0.5,132.17,1.0,8.0,171.12,136.86,1.0,0.0,House of Hard Knocks
2,8,146.46,0.646,94.56,145.05,176.2,L,5,1.0,9,0.111,2,"['2449', '5001', '6768', '6770', '6790', '6819', '7543', '7839', '9997']","[np.float64(14.8), np.float64(20.1), np.float64(18.28), np.float64(26.58), np.float64(5.2), np.float64(24.3), np.float64(10.5), np.float64(4.0), np.float64(22.7)]",8,MajorNC,0.0,0.0,0.5,4.5,0.0,0.0,0.5,94.56,0.0,1.0,146.46,176.2,0.0,0.0,House of Hard Knocks
2,8,123.52,0.777,95.91,125.13,154.62000000000003,L,6,2.0,9,0.222,3,"['11583', '11632', '1166', '1466', '4034', '7042', '8146', '9493', '9999']","[np.float64(29.6), np.float64(19.2), np.float64(20.18), np.float64(3.9), np.float64(14.7), np.float64(2.0), np.float64(9.0), np.float64(12.4), np.float64(12.54)]",8,Tomcoulton10,0.0,0.0,0.5,4.5,0.0,0.0,0.5,95.91,0.0,2.0,123.52,154.62000000000003,0.0,0.0,House of Hard Knocks
2,8,152.56,0.81,123.55,102.92,136.52,W,9,6.0,9,0.667,4,"['10937', '11566', '3321', '5846', '5995', '7611', '8110', '8134', '8183']","[np.float64(14.0), np.float64(31.92), np.float64(15.3), np.float64(16.8), np.float64(18.6), np.float64(11.4), np.float64(10.0), np.float64(21.3), np.float64(13.24)]",8,0llie,0.0,0.0,0.5,4.5,0.0,0.0,0.5,123.55,1.0,6.0,152.56,136.52,1.0,0.0,House of Hard Knocks
2,8,176.2,0.823,145.05,94.56,146.46,W,2,9.0,9,1.0,5,"['11628', '2028', '3451', '4881', '5872', '5892', '5937', '7553', '9226']","[np.float64(16.7), np.float64(12.28), np.float64(5.0), np.float64(33.52), np.float64(24.1), np.float64(12.3), np.float64(35.2), np.float64(4.5), np.float64(32.6)]",8,calumedwards,0.0,0.0,0.5,4.5,0.0,0.0,0.5,145.05,1.0,9.0,176.2,146.46,1.0,0.0,House of Hard Knocks
2,8,154.62,0.809,125.13,95.91,123.52000000000001,W,3,7.0,9,0.778,6,"['10235', '11533', '11604', '2133', '6804', '6904', '7090', '7525', '8154']","[np.float64(14.8), np.float64(10.0), np.float64(19.6), np.float64(8.7), np.float64(15.34), np.float64(24.78), np.float64(18.6), np.float64(18.5), np.float64(24.3)]",8,hyperpringle,0.0,0.0,0.5,4.5,0.0,0.0,0.5,125.13,1.0,7.0,154.62,123.52000000000001,1.0,0.0,House of Hard Knocks
2,8,128.12,0.784,100.47,73.52,90.4,W,10,4.0,9,0.444,7,"['1945', '2216', '4663', '4984', '5022', '5859', '7523', '9221', '9502']","[np.float64(11.0), np.float64(18.5), np.float64(15.4), np.float64(25.44), np.float64(6.8), np.float64(10.6), np.float64(13.58), np.float64(18.4), np.float64(8.4)]",8,Pindeco,0.0,0.0,0.5,4.5,0.0,0.0,0.5,100.47,1.0,4.0,128.12,90.4,1.0,0.0,House of Hard Knocks
2,8,136.86,0.702,96.06,132.17,171.12,L,1,3.0,9,0.333,8,"['1264', '3163', '4137', '6783', '7528', '7547', '8130', '8144', '9758']","[np.float64(11.0), np.float64(20.5), np.float64(21.0), np.float64(10.4), np.float64(5.5), np.float64(20.2), np.float64(17.3), np.float64(12.9), np.float64(18.06)]",8,Jonnydubz,0.0,0.0,0.5,4.5,0.0,0.0,0.5,96.06,0.0,3.0,136.86,171.12,0.0,0.0,House of Hard Knocks
2,8,136.52,0.754,102.92,123.55,152.56000000000003,L,4,5.0,9,0.556,9,"['10859', '2020', '2309', '5927', '6806', '8155', '8167', '829', '9229']","[np.float64(11.4), np.float64(12.0), np.float64(15.1), np.float64(6.9), np.float64(18.8), np.float64(20.8), np.float64(15.3), np.float64(17.48), np.float64(18.74)]",8,splangtree,0.0,0.0,0.5,4.5,0.0,0.0,0.5,102.92,0.0,5.0,136.52,152.56000000000003,0.0,0.0,House of Hard Knocks
2,8,90.4,0.813,73.52,100.47,128.12,L,7,0.0,9,0.0,10,"['11620', '1479', '4035', '4046', '4666', '4866', '4950', '5012', '6797']","[np.float64(2.3), np.float64(4.8), np.float64(19.3), np.float64(11.38), np.float64(9.0), np.float64(15.8), np.float64(5.4), np.float64(0.6), np.float64(21.82)]",8,JoeWright,0.0,0.0,0.5,4.5,0.0,0.0,0.5,73.52,0.0,0.0,90.4,128.12,0.0,0.0,House of Hard Knocks
2,9,203.14,0.691,140.44,88.32,117.26,W,5,9.0,9,1.0,1,"['10236', '11624', '3294', '4227', '4943', '4983', '5850', '9488', '9509']","[np.float64(16.6), np.float64(23.6), np.float64(23.5), np.float64(5.0), np.float64(18.44), np.float64(45.0), np.float64(15.7), np.float64(35.5), np.float64(19.8)]",9,DanCoulton,0.0,0.0,0.5,4.5,0.0,0.0,0.5,140.44,1.0,9.0,203.14,117.26,1.0,0.0,House of Hard Knocks
2,9,121.6,0.783,95.19,67.85,107.28,W,4,4.0,9,0.444,2,"['2449', '4066', '4892', '6768', '6790', '6794', '7543', '7839', '9997']","[np.float64(14.8), np.float64(9.4), np.float64(17.02), np.float64(23.58), np.float64(9.7), np.float64(11.8), np.float64(18.0), np.float64(12.0), np.float64(5.3)]",9,MajorNC,0.0,0.0,0.5,4.5,0.0,0.0,0.5,95.19,1.0,4.0,121.6,107.28,1.0,0.0,House of Hard Knocks
2,9,135.3,0.848,114.72,80.8,124.44,W,9,7.0,9,0.778,3,"['11583', '11632', '1166', '1466', '7042', '7593', '8146', '9756', '9999']","[np.float64(10.1), np.float64(30.0), np.float64(13.04), np.float64(3.9), np.float64(6.0), np.float64(13.7), np.float64(23.4), np.float64(20.2), np.float64(14.96)]",9,Tomcoulton10,0.0,0.0,0.5,4.5,0.0,0.0,0.5,114.72,1.0,7.0,135.3,124.44,1.0,0.0,House of Hard Knocks
2,9,107.28,0.632,67.85,95.19,121.6,L,2,1.0,9,0.111,4,"['11563', '11566', '11643', '3321', '4037', '6130', '6786', '8110']","[np.float64(12.54), np.float64(19.44), np.float64(15.2), np.float64(9.9), np.float64(10.5), np.float64(16.0), np.float64(19.0), np.float64(4.7)]",9,0llie,0.0,0.0,0.5,4.5,0.0,0.0,0.5,67.85,0.0,1.0,107.28,121.6,0.0,0.0,House of Hard Knocks
2,9,117.26,0.753,88.32,140.44,203.14,L,1,3.0,9,0.333,5,"['11628', '2028', '3451', '4018', '5849', '5937', '7553', '8676', '9226']","[np.float64(24.7), np.float64(16.06), np.float64(10.0), np.float64(5.6), np.float64(24.2), np.float64(15.3), np.float64(2.0), np.float64(8.4), np.float64(11.0)]",9,calumedwards,0.0,0.0,0.5,4.5,0.0,0.0,0.5,88.32,0.0,3.0,117.26,203.14,0.0,0.0,House of Hard Knocks
2,9,138.96,0.773,107.43,122.81,153.84,L,10,6.0,9,0.667,6,"['11533', '5844', '5870', '6804', '7090', '7525', '7588', '8112', '8154']","[np.float64(11.0), np.float64(15.3), np.float64(16.86), np.float64(23.5), np.float64(13.8), np.float64(11.8), np.float64(21.8), np.float64(8.8), np.float64(16.1)]",9,hyperpringle,0.0,0.0,0.5,4.5,0.0,0.0,0.5,107.43,0.0,6.0,138.96,153.84,0.0,0.0,House of Hard Knocks
2,9,93.26,0.722,67.36,105.06,137.73999999999998,L,8,0.0,9,0.0,7,"['11635', '2216', '4984', '5022', '5859', '7021', '7523', '9221']","[np.float64(4.2), np.float64(6.3), np.float64(26.36), np.float64(3.4), np.float64(12.8), np.float64(14.4), np.float64(12.4), np.float64(13.4)]",9,Pindeco,0.0,0.0,0.5,4.5,0.0,0.0,0.5,67.36,0.0,0.0,93.26,137.73999999999998,0.0,0.0,House of Hard Knocks
2,9,137.74,0.763,105.06,67.36,93.26000000000002,W,7,5.0,9,0.556,8,"['1264', '1373', '3163', '5045', '5987', '7547', '8130', '8144', '8205']","[np.float64(11.0), np.float64(17.18), np.float64(28.86), np.float64(18.5), np.float64(9.2), np.float64(15.0), np.float64(19.3), np.float64(13.0), np.float64(5.7)]",9,Jonnydubz,0.0,0.0,0.5,4.5,0.0,0.0,0.5,105.06,1.0,5.0,137.74,93.26000000000002,1.0,0.0,House of Hard Knocks
2,9,124.44,0.649,80.8,114.72,135.29999999999998,L,3,2.0,9,0.222,9,"['10229', '2020', '5927', '6806', '8155', '8167', '829', '9229', '9484']","[np.float64(8.8), np.float64(11.0), np.float64(12.6), np.float64(11.2), np.float64(15.9), np.float64(21.5), np.float64(17.36), np.float64(16.38), np.float64(9.7)]",9,splangtree,0.0,0.0,0.5,4.5,0.0,0.0,0.5,80.8,0.0,2.0,124.44,135.29999999999998,0.0,0.0,House of Hard Knocks
2,9,153.84,0.798,122.81,107.43,138.95999999999998,W,6,8.0,9,0.889,10,"['11620', '1479', '3198', '4046', '4666', '4866', '4950', '5012', '96']","[np.float64(2.8), np.float64(9.0), np.float64(38.5), np.float64(24.9), np.float64(8.0), np.float64(32.1), np.float64(2.9), np.float64(15.3), np.float64(20.34)]",9,JoeWright,0.0,0.0,0.5,4.5,0.0,0.0,0.5,122.81,1.0,8.0,153.84,138.95999999999998,1.0,0.0,House of Hard Knocks
2,10,103.94,0.683,71.0,100.2,134.44,L,2,0.0,9,0.0,1,"['10236', '11576', '3294', '4943', '7564', '7569', '8148', '9509']","[np.float64(6.4), np.float64(7.3), np.float64(15.48), np.float64(13.16), np.float64(23.2), np.float64(6.9), np.float64(11.7), np.float64(19.8)]",10,DanCoulton,0.0,0.0,0.5,4.5,0.0,0.0,0.5,71.0,0.0,0.0,103.94,134.44,0.0,0.0,House of Hard Knocks
2,10,134.44,0.745,100.2,71.0,103.94000000000001,W,1,4.0,9,0.444,2,"['11626', '3164', '4892', '5001', '6768', '6790', '6794', '7839', '9997']","[np.float64(12.1), np.float64(17.1), np.float64(25.12), np.float64(7.5), np.float64(22.22), np.float64(8.3), np.float64(24.6), np.float64(8.0), np.float64(9.5)]",10,MajorNC,0.0,0.0,0.5,4.5,0.0,0.0,0.5,100.2,1.0,4.0,134.44,103.94000000000001,1.0,0.0,House of Hard Knocks
2,10,111.28,0.739,82.28,93.52,112.1,L,4,1.0,9,0.111,3,"['11632', '1466', '4034', '7042', '7591', '8136', '8146', '9493', '9999']","[np.float64(14.9), np.float64(7.7), np.float64(10.1), np.float64(12.0), np.float64(15.18), np.float64(16.5), np.float64(9.3), np.float64(13.4), np.float64(12.2)]",10,Tomcoulton10,0.0,0.0,0.5,4.5,0.0,0.0,0.5,82.28,0.0,1.0,111.28,112.1,0.0,0.0,House of Hard Knocks
2,10,112.1,0.834,93.52,82.28,111.28,W,3,2.0,9,0.222,4,"['10937', '11566', '4037', '5995', '6130', '6786', '6801', '8110', '8183']","[np.float64(3.0), np.float64(18.48), np.float64(10.4), np.float64(8.6), np.float64(19.5), np.float64(22.4), np.float64(11.4), np.float64(1.1), np.float64(17.22)]",10,0llie,0.0,0.0,0.5,4.5,0.0,0.0,0.5,93.52,1.0,2.0,112.1,111.28,1.0,0.0,House of Hard Knocks
2,10,159.3,0.846,134.76,113.48,146.42000000000002,W,7,9.0,9,1.0,5,"['11628', '3451', '4018', '4881', '5849', '5892', '7526', '7553', '8676']","[np.float64(10.7), np.float64(11.0), np.float64(27.9), np.float64(36.5), np.float64(16.0), np.float64(25.6), np.float64(9.5), np.float64(4.7), np.float64(17.4)]",10,calumedwards,0.0,0.0,0.5,4.5,0.0,0.0,0.5,134.76,1.0,9.0,159.3,146.42000000000002,1.0,0.0,House of Hard Knocks
2,10,128.34,0.74,94.99,120.49,137.48,L,9,3.0,9,0.333,6,"['11533', '5844', '5870', '6813', '6904', '7090', '7525', '8137', '8154']","[np.float64(19.0), np.float64(12.1), np.float64(7.92), np.float64(18.0), np.float64(19.02), np.float64(25.5), np.float64(6.4), np.float64(11.7), np.float64(8.7)]",10,hyperpringle,0.0,0.0,0.5,4.5,0.0,0.0,0.5,94.99,0.0,3.0,128.34,137.48,0.0,0.0,House of Hard Knocks
2,10,146.42,0.775,113.48,134.76,159.29999999999998,L,5,7.0,9,0.778,7,"['11635', '1945', '2749', '4984', '5022', '6803', '7523', '9221', '9754']","[np.float64(20.6), np.float64(4.0), np.float64(14.0), np.float64(22.64), np.float64(7.5), np.float64(20.5), np.float64(20.98), np.float64(16.7), np.float64(19.5)]",10,Pindeco,0.0,0.0,0.5,4.5,0.0,0.0,0.5,113.48,0.0,7.0,146.42,159.29999999999998,0.0,0.0,House of Hard Knocks
2,10,144.54,0.751,108.6,105.17,152.42000000000002,W,10,6.0,9,0.667,8,"['1264', '3163', '4137', '4217', '5185', '7528', '7547', '8126', '9758']","[np.float64(10.0), np.float64(12.86), np.float64(25.5), np.float64(19.8), np.float64(22.5), np.float64(11.5), np.float64(18.8), np.float64(13.5), np.float64(10.08)]",10,Jonnydubz,0.0,0.0,0.5,4.5,0.0,0.0,0.5,108.6,1.0,6.0,144.54,152.42000000000002,0.0,0.0,House of Hard Knocks
2,10,137.48,0.876,120.49,94.99,128.34,W,6,8.0,9,0.889,9,"['10229', '10859', '2020', '4039', '5927', '6806', '8155', '829', '9229']","[np.float64(6.1), np.float64(7.8), np.float64(9.0), np.float64(21.2), np.float64(7.9), np.float64(17.8), np.float64(19.4), np.float64(19.64), np.float64(28.64)]",10,splangtree,0.0,0.0,0.5,4.5,0.0,0.0,0.5,120.49,1.0,8.0,137.48,128.34,1.0,0.0,House of Hard Knocks
2,10,152.42,0.69,105.17,108.6,144.54,L,8,5.0,9,0.556,10,"['11620', '1479', '4046', '4666', '4866', '4950', '5012', '6797', '8132']","[np.float64(7.2), np.float64(17.0), np.float64(23.66), np.float64(7.0), np.float64(7.0), np.float64(38.3), np.float64(13.3), np.float64(18.66), np.float64(20.3)]",10,JoeWright,0.0,0.0,0.5,4.5,0.0,0.0,0.5,105.17,0.0,5.0,152.42,144.54,1.0,0.0,House of Hard Knocks
2,11,130.1,0.713,92.71,127.78,142.45999999999998,L,9,1.0,9,0.111,1,"['10236', '11560', '3294', '4227', '4983', '5967', '7569', '8148', '9509']","[np.float64(5.1), np.float64(22.18), np.float64(29.92), np.float64(10.0), np.float64(8.1), np.float64(8.0), np.float64(21.8), np.float64(6.7), np.float64(18.3)]",11,DanCoulton,0.0,0.0,0.5,4.5,0.0,0.0,0.5,92.71,0.0,1.0,130.1,142.45999999999998,0.0,0.0,House of Hard Knocks
2,11,130.14,0.823,107.17,107.76,132.04,L,10,3.0,9,0.333,2,"['2449', '4066', '6768', '6770', '6790', '6819', '7543', '7839', '9997']","[np.float64(11.4), np.float64(3.5), np.float64(24.32), np.float64(37.92), np.float64(8.8), np.float64(7.8), np.float64(6.5), np.float64(10.0), np.float64(19.9)]",11,MajorNC,0.0,0.0,0.5,4.5,0.0,0.0,0.5,107.17,0.0,3.0,130.14,132.04,0.0,0.0,House of Hard Knocks
2,11,135.2,0.757,102.28,135.05,180.14000000000001,L,7,2.0,9,0.222,3,"['1166', '1466', '6945', '7042', '7591', '7593', '9486', '9493', '9756']","[np.float64(12.28), np.float64(3.7), np.float64(32.5), np.float64(8.0), np.float64(11.82), np.float64(14.3), np.float64(14.8), np.float64(20.7), np.float64(17.1)]",11,Tomcoulton10,0.0,0.0,0.5,4.5,0.0,0.0,0.5,102.28,0.0,2.0,135.2,180.14000000000001,0.0,0.0,House of Hard Knocks
2,11,147.54,0.822,121.34,58.02,86.98,W,5,6.0,9,0.667,4,"['10937', '11566', '3321', '6801', '7611', '8110', '8134', '8138', '8183']","[np.float64(2.0), np.float64(16.08), np.float64(19.0), np.float64(18.3), np.float64(13.4), np.float64(16.6), np.float64(13.6), np.float64(9.7), np.float64(38.86)]",11,0llie,0.0,0.0,0.5,4.5,0.0,0.0,0.5,121.34,1.0,6.0,147.54,86.98,1.0,0.0,House of Hard Knocks
2,11,86.98,0.667,58.02,121.34,147.54,L,4,0.0,9,0.0,5,"['10222', '2028', '3451', '4018', '4881', '5872', '5892', '8676']","[np.float64(9.0), np.float64(16.9), np.float64(8.0), np.float64(8.4), np.float64(9.98), np.float64(6.6), np.float64(15.7), np.float64(12.4)]",11,calumedwards,0.0,0.0,0.5,4.5,0.0,0.0,0.5,58.02,0.0,0.0,86.98,147.54,0.0,0.0,House of Hard Knocks
2,11,159.56,0.799,127.44,108.05,136.44,W,8,7.0,9,0.778,6,"['10235', '11533', '11604', '2133', '6804', '6904', '7090', '8112', '8151']","[np.float64(14.8), np.float64(9.0), np.float64(17.9), np.float64(10.0), np.float64(29.16), np.float64(27.5), np.float64(14.0), np.float64(14.1), np.float64(23.1)]",11,hyperpringle,0.0,0.0,0.5,4.5,0.0,0.0,0.5,127.44,1.0,7.0,159.56,136.44,1.0,0.0,House of Hard Knocks
2,11,180.14,0.75,135.05,102.28,135.20000000000002,W,3,9.0,9,1.0,7,"['11635', '1945', '4033', '4663', '4984', '5859', '6803', '7523', '9221']","[np.float64(9.2), np.float64(9.0), np.float64(21.6), np.float64(18.8), np.float64(31.48), np.float64(23.7), np.float64(22.1), np.float64(18.46), np.float64(25.8)]",11,Pindeco,0.0,0.0,0.5,4.5,0.0,0.0,0.5,135.05,1.0,9.0,180.14,135.20000000000002,1.0,0.0,House of Hard Knocks
2,11,136.44,0.792,108.05,127.44,159.56,L,6,5.0,9,0.556,8,"['1264', '1373', '4217', '5185', '5947', '5987', '7547', '8205', '9758']","[np.float64(7.0), np.float64(15.24), np.float64(8.1), np.float64(12.3), np.float64(17.8), np.float64(3.8), np.float64(18.3), np.float64(22.6), np.float64(31.3)]",11,Jonnydubz,0.0,0.0,0.5,4.5,0.0,0.0,0.5,108.05,0.0,5.0,136.44,159.56,0.0,0.0,House of Hard Knocks
2,11,142.46,0.897,127.78,92.71,130.1,W,1,8.0,9,0.889,9,"['10859', '2020', '2309', '421', '6806', '8155', '8167', '9229', '9500']","[np.float64(36.2), np.float64(10.0), np.float64(11.4), np.float64(9.48), np.float64(26.9), np.float64(21.1), np.float64(6.8), np.float64(9.68), np.float64(10.9)]",11,splangtree,0.0,0.0,0.5,4.5,0.0,0.0,0.5,127.78,1.0,8.0,142.46,130.1,1.0,0.0,House of Hard Knocks
2,11,132.04,0.816,107.76,107.17,130.14,W,2,4.0,9,0.444,10,"['11620', '4035', '4068', '4666', '4866', '4950', '5012', '6797', '96']","[np.float64(9.8), np.float64(38.5), np.float64(4.1), np.float64(1.0), np.float64(25.0), np.float64(7.0), np.float64(6.1), np.float64(17.14), np.float64(23.4)]",11,JoeWright,0.0,0.0,0.5,4.5,0.0,0.0,0.5,107.76,1.0,4.0,132.04,130.14,1.0,0.0,House of Hard Knocks
2,12,119.56,0.789,94.29,75.25,108.62,W,10,4.0,9,0.444,1,"['3294', '4227', '4943', '4983', '5850', '5967', '8148', '9488']","[np.float64(25.88), np.float64(4.0), np.float64(11.28), np.float64(19.6), np.float64(13.8), np.float64(9.7), np.float64(28.2), np.float64(7.1)]",12,DanCoulton,0.0,0.0,0.5,4.5,0.0,0.0,0.5,94.29,1.0,4.0,119.56,108.62,1.0,0.0,House of Hard Knocks
2,12,108.08,0.767,82.92,145.5,175.24,L,6,2.0,9,0.222,2,"['2449', '3164', '4892', '4988', '5001', '6768', '6794', '6819']","[np.float64(19.1), np.float64(8.0), np.float64(6.5), np.float64(11.9), np.float64(17.1), np.float64(10.68), np.float64(18.0), np.float64(16.8)]",12,MajorNC,0.0,0.0,0.5,4.5,0.0,0.0,0.5,82.92,0.0,2.0,108.08,175.24,0.0,0.0,House of Hard Knocks
2,12,95.56,0.721,68.92,116.57,152.02,L,5,0.0,9,0.0,3,"['11632', '1466', '4034', '7591', '7593', '9493', '9756', '9999']","[np.float64(11.4), np.float64(12.0), np.float64(13.1), np.float64(12.46), np.float64(13.9), np.float64(10.0), np.float64(8.1), np.float64(14.6)]",12,Tomcoulton10,0.0,0.0,0.5,4.5,0.0,0.0,0.5,68.92,0.0,0.0,95.56,152.02,0.0,0.0,House of Hard Knocks
2,12,158.86,0.729,115.74,87.46,119.0,W,7,7.0,9,0.778,4,"['10937', '11563', '11566', '4037', '5846', '5995', '6786', '7611', '8110']","[np.float64(2.0), np.float64(30.86), np.float64(15.7), np.float64(20.7), np.float64(24.4), np.float64(19.5), np.float64(18.8), np.float64(24.8), np.float64(2.1)]",12,0llie,0.0,0.0,0.5,4.5,0.0,0.0,0.5,115.74,1.0,7.0,158.86,119.0,1.0,0.0,House of Hard Knocks
2,12,152.02,0.767,116.57,68.92,95.55999999999999,W,3,8.0,9,0.889,5,"['10222', '3451', '4018', '4881', '5849', '5892', '5937', '7526']","[np.float64(33.3), np.float64(7.0), np.float64(22.6), np.float64(25.68), np.float64(2.84), np.float64(22.6), np.float64(22.9), np.float64(15.1)]",12,calumedwards,0.0,0.0,0.5,4.5,0.0,0.0,0.5,116.57,1.0,8.0,152.02,95.55999999999999,1.0,0.0,House of Hard Knocks
2,12,175.24,0.83,145.5,82.92,108.08,W,2,9.0,9,1.0,6,"['11533', '11604', '1426', '6804', '6904', '7525', '7588', '8137', '8151']","[np.float64(4.0), np.float64(22.1), np.float64(17.7), np.float64(36.86), np.float64(21.88), np.float64(18.5), np.float64(13.3), np.float64(26.8), np.float64(14.1)]",12,hyperpringle,0.0,0.0,0.5,4.5,0.0,0.0,0.5,145.5,1.0,9.0,175.24,108.08,1.0,0.0,House of Hard Knocks
2,12,119.0,0.735,87.46,115.74,158.86,L,4,3.0,9,0.333,7,"['1945', '2216', '4033', '4199', '9221', '9228', '9502', '9754']","[np.float64(4.0), np.float64(18.3), np.float64(7.6), np.float64(16.5), np.float64(21.6), np.float64(15.3), np.float64(12.2), np.float64(23.5)]",12,Pindeco,0.0,0.0,0.5,4.5,0.0,0.0,0.5,87.46,0.0,3.0,119.0,158.86,0.0,0.0,House of Hard Knocks
2,12,120.74,0.801,96.67,114.62,140.54000000000002,L,9,5.0,9,0.556,8,"['1264', '1373', '4137', '5045', '6783', '7528', '8126', '8130', '9758']","[np.float64(9.0), np.float64(6.94), np.float64(12.0), np.float64(18.9), np.float64(15.9), np.float64(5.7), np.float64(26.2), np.float64(20.4), np.float64(5.7)]",12,Jonnydubz,0.0,0.0,0.5,4.5,0.0,0.0,0.5,96.67,0.0,5.0,120.74,140.54000000000002,0.0,0.0,House of Hard Knocks
2,12,140.54,0.816,114.62,96.67,120.74,W,8,6.0,9,0.667,9,"['2020', '2309', '421', '8143', '8150', '8167', '829', '9484', '9500']","[np.float64(11.0), np.float64(26.3), np.float64(22.92), np.float64(24.4), np.float64(9.5), np.float64(15.4), np.float64(17.02), np.float64(2.1), np.float64(11.9)]",12,splangtree,0.0,0.0,0.5,4.5,0.0,0.0,0.5,114.62,1.0,6.0,140.54,120.74,1.0,0.0,House of Hard Knocks
2,12,108.62,0.693,75.25,94.29,119.56,L,1,1.0,9,0.111,10,"['11589', '11620', '4046', '4866', '5012', '6797']","[np.float64(22.2), np.float64(7.6), np.float64(16.54), np.float64(44.7), np.float64(4.9), np.float64(12.68)]",12,JoeWright,0.0,0.0,0.5,4.5,0.0,0.0,0.5,75.25,0.0,1.0,108.62,119.56,0.0,0.0,House of Hard Knocks
2,13,130.82,0.755,98.82,125.13,161.4,L,6,4.0,9,0.444,1,"['10236', '11560', '4227', '4943', '4983', '5850', '7564', '7569', '9509']","[np.float64(1.4), np.float64(24.36), np.float64(5.0), np.float64(5.16), np.float64(16.8), np.float64(23.0), np.float64(16.8), np.float64(22.5), np.float64(15.8)]",13,DanCoulton,0.0,0.0,0.5,4.5,0.0,0.0,0.5,98.82,0.0,4.0,130.82,161.4,0.0,0.0,House of Hard Knocks
2,13,111.0,0.78,86.56,92.33,115.7,L,7,0.0,9,0.0,2,"['2449', '4066', '4892', '5248', '6770', '6819', '7543', '7839', '9997']","[np.float64(11.0), np.float64(9.5), np.float64(29.22), np.float64(9.2), np.float64(14.78), np.float64(10.5), np.float64(11.0), np.float64(9.0), np.float64(6.8)]",13,MajorNC,0.0,0.0,0.5,4.5,0.0,0.0,0.5,86.56,0.0,0.0,111.0,115.7,0.0,0.0,House of Hard Knocks
2,13,112.96,0.797,90.0,103.41,142.42000000000002,L,10,2.0,9,0.222,3,"['11584', '11632', '1466', '6945', '7042', '7591', '8146', '9756', '9999']","[np.float64(9.2), np.float64(18.7), np.float64(6.7), np.float64(10.1), np.float64(6.0), np.float64(18.18), np.float64(11.8), np.float64(12.0), np.float64(20.28)]",13,Tomcoulton10,0.0,0.0,0.5,4.5,0.0,0.0,0.5,90.0,0.0,2.0,112.96,142.42000000000002,0.0,0.0,House of Hard Knocks
2,13,156.1,0.704,109.86,101.27,129.92000000000002,W,8,7.0,9,0.778,4,"['10937', '11566', '11631', '3321', '6786', '7611', '8110', '8138', '8183']","[np.float64(6.0), np.float64(33.5), np.float64(16.6), np.float64(28.6), np.float64(12.9), np.float64(9.6), np.float64(20.3), np.float64(9.9), np.float64(18.7)]",13,0llie,0.0,0.0,0.5,4.5,0.0,0.0,0.5,109.86,1.0,7.0,156.1,129.92000000000002,1.0,0.0,House of Hard Knocks
2,13,120.86,0.741,89.54,115.67,150.27999999999997,L,9,1.0,9,0.111,5,"['10222', '2028', '3451', '4018', '4881', '5892', '5937', '7526']","[np.float64(13.3), np.float64(19.02), np.float64(5.0), np.float64(19.7), np.float64(32.64), np.float64(6.4), np.float64(8.9), np.float64(15.9)]",13,calumedwards,0.0,0.0,0.5,4.5,0.0,0.0,0.5,89.54,0.0,1.0,120.86,150.27999999999997,0.0,0.0,House of Hard Knocks
2,13,161.4,0.775,125.13,98.82,130.82,W,1,9.0,9,1.0,6,"['11533', '11604', '2133', '6804', '6904', '8112', '8137', '8151', '8154']","[np.float64(8.0), np.float64(6.0), np.float64(17.3), np.float64(22.48), np.float64(13.62), np.float64(23.8), np.float64(18.5), np.float64(19.6), np.float64(32.1)]",13,hyperpringle,0.0,0.0,0.5,4.5,0.0,0.0,0.5,125.13,1.0,9.0,161.4,130.82,1.0,0.0,House of Hard Knocks
