season,manager,roster_id,h2h_wins,points_for,league
780,JoeWright,10,9.0,1600.83,House of Hard Knocks
780,Jonnydubz,8,8.0,1677.55,House of Hard Knocks
780,MajorNC,2,6.0,1564.44,House of Hard Knocks
780,Pindeco,7,6.0,1619.99,House of Hard Knocks
780,Tomcoulton10,3,8.0,1632.78,House of Hard Knocks
780,calumedwards,5,4.0,1474.43,House of Hard Knocks
780,hyperpringle,6,9.0,1723.11,House of Hard Knocks
780,splangtree,9,10.0,1619.52,House of Hard Knocks
781,0llie,4,6.0,1455.3400000000001,House of Hard Knocks
781,DanCoulton,1,6.0,1482.75,House of Hard Knocks
781,JoeWright,10,2.0,1428.05,House of Hard Knocks
781,Jonnydubz,8,9.0,1670.82,House of Hard Knocks
781,MajorNC,2,9.0,1635.03,House of Hard Knocks
781,Pindeco,7,7.0,1651.22,House of Hard Knocks
781,Tomcoulton10,3,6.0,1684.0700000000002,House of Hard Knocks
781,calumedwards,5,8.0,1574.34,House of Hard Knocks
781,hyperpringle,6,9.0,1629.45,House of Hard Knocks
781,splangtree,9,13.0,1737.02,House of Hard Knocks
782,0llie,4,8.0,1612.98,House of Hard Knocks
782,DanCoulton,1,9.0,1593.51,House of Hard Knocks
782,JoeWright,10,6.0,1685.63,House of Hard Knocks
782,Jonnydubz,8,9.0,1704.3899999999999,House of Hard Knocks
782,MajorNC,2,9.0,1683.82,House of Hard Knocks
782,Pindeco,7,8.0,1678.03,House of Hard Knocks
782,Tomcoulton10,3,7.0,1639.73,House of Hard Knocks
782,calumedwards,5,5.0,1521.97,House of Hard Knocks
782,hyperpringle,6,7.0,1594.61,House of Hard Knocks
782,splangtree,9,7.0,1713.78,House of Hard Knocks
783,0llie,4,11.0,1599.89,House of Hard Knocks
783,DanCoulton,1,7.0,1621.69,House of Hard Knocks
783,JoeWright,10,7.0,1583.46,House of Hard Knocks
783,Jonnydubz,8,8.0,1616.12,House of Hard Knocks
783,MajorNC,2,9.0,1751.22,House of Hard Knocks
783,Pindeco,7,6.0,1687.89,House of Hard Knocks
783,Tomcoulton10,3,10.0,1771.46,House of Hard Knocks
783,calumedwards,5,4.0,1456.26,House of Hard Knocks
783,hyperpringle,6,5.0,1614.16,House of Hard Knocks
783,splangtree,9,8.0,1582.23,House of Hard Knocks
784,0llie,4,8.0,1570.22,House of Hard Knocks
784,DanCoulton,1,8.0,1734.72,House of Hard Knocks
784,JoeWright,10,4.0,1474.9,House of Hard Knocks
784,Jonnydubz,8,9.0,1662.51,House of Hard Knocks
784,MajorNC,2,10.0,1675.1100000000001,House of Hard Knocks
784,Pindeco,7,4.0,1611.6299999999999,House of Hard Knocks
784,Tomcoulton10,3,10.0,1776.58,House of Hard Knocks
784,calumedwards,5,8.0,1688.93,House of Hard Knocks
784,hyperpringle,6,5.0,1519.21,House of Hard Knocks
784,splangtree,9,9.0,1700.58,House of Hard Knocks
785,0llie,4,6.0,1536.66,House of Hard Knocks
785,DanCoulton,1,9.0,1702.62,House of Hard Knocks
785,JoeWright,10,6.0,1548.77,House of Hard Knocks
785,Jonnydubz,8,7.0,1597.17,House of Hard Knocks
785,MajorNC,2,7.0,1563.23,House of Hard Knocks
785,Pindeco,7,7.0,1718.42,House of Hard Knocks
785,Tomcoulton10,3,10.0,1739.62,House of Hard Knocks
785,calumedwards,5,7.0,1560.59,House of Hard Knocks
785,hyperpringle,6,6.0,1507.21,House of Hard Knocks
785,splangtree,9,10.0,1683.21,House of Hard Knocks
786,0llie,4,9.0,1500.67,House of Hard Knocks
786,DanCoulton,1,7.0,1680.45,House of Hard Knocks
786,JoeWright,10,7.0,1602.23,House of Hard Knocks
786,Jonnydubz,8,7.0,1664.6399999999999,House of Hard Knocks
786,MajorNC,2,6.0,1600.76,House of Hard Knocks
786,Pindeco,7,8.0,1596.04,House of Hard Knocks
786,Tomcoulton10,3,12.0,1865.8,House of Hard Knocks
786,calumedwards,5,5.0,1573.72,House of Hard Knocks
786,hyperpringle,6,5.0,1539.88,House of Hard Knocks
786,splangtree,9,9.0,1683.8899999999999,House of Hard Knocks
787,0llie,4,8.0,1553.0900000000001,House of Hard Knocks
787,DanCoulton,1,8.0,1580.7,House of Hard Knocks
787,JoeWright,10,5.0,1548.21,House of Hard Knocks
787,Jonnydubz,8,6.0,1615.6,House of Hard Knocks
787,MajorNC,2,10.0,1713.6,House of Hard Knocks
787,Pindeco,7,6.0,1593.6,House of Hard Knocks
787,Tomcoulton10,3,9.0,1639.26,House of Hard Knocks
787,calumedwards,5,6.0,1551.37,House of Hard Knocks
787,hyperpringle,6,10.0,1781.04,House of Hard Knocks
787,splangtree,9,7.0,1726.4,House of Hard Knocks
788,0llie,4,6.0,1529.29,House of Hard Knocks
788,DanCoulton,1,10.0,1587.22,House of Hard Knocks
788,JoeWright,10,9.0,1612.14,House of Hard Knocks
788,Jonnydubz,8,6.0,1720.86,House of Hard Knocks
788,MajorNC,2,11.0,1812.16,House of Hard Knocks
788,Pindeco,7,4.0,1546.36,House of Hard Knocks
788,Tomcoulton10,3,9.0,1607.11,House of Hard Knocks
788,calumedwards,5,5.0,1593.25,House of Hard Knocks
788,hyperpringle,6,8.0,1763.9,House of Hard Knocks
788,splangtree,9,7.0,1565.1100000000001,House of Hard Knocks
789,0llie,4,6.0,1525.0,House of Hard Knocks
789,DanCoulton,1,6.0,1567.48,House of Hard Knocks
789,JoeWright,10,7.0,1634.69,House of Hard Knocks
789,Jonnydubz,8,7.0,1678.65,House of Hard Knocks
789,MajorNC,2,5.0,1544.85,House of Hard Knocks
789,Pindeco,7,8.0,1717.3,House of Hard Knocks
789,Tomcoulton10,3,11.0,1724.06,House of Hard Knocks
789,calumedwards,5,8.0,1585.93,House of Hard Knocks
789,hyperpringle,6,7.0,1554.86,House of Hard Knocks
789,splangtree,9,10.0,1591.08,House of Hard Knocks
790,0llie,4,7.0,1470.4099999999999,House of Hard Knocks
790,DanCoulton,1,5.0,1615.65,House of Hard Knocks
790,JoeWright,10,9.0,1611.07,House of Hard Knocks
790,Jonnydubz,8,6.0,1632.85,House of Hard Knocks
790,MajorNC,2,5.0,1530.16,House of Hard Knocks
790,Pindeco,7,8.0,1614.22,House of Hard Knocks
790,Tomcoulton10,3,10.0,1721.41,House of Hard Knocks
790,calumedwards,5,7.0,1616.88,House of Hard Knocks
790,hyperpringle,6,8.0,1498.42,House of Hard Knocks
790,splangtree,9,10.0,1579.1100000000001,House of Hard Knocks
791,0llie,4,9.0,1551.03,House of Hard Knocks
791,DanCoulton,1,7.0,1600.6,House of Hard Knocks
791,JoeWright,10,4.0,1503.41,House of Hard Knocks
791,Jonnydubz,8,4.0,1603.65,House of Hard Knocks
791,MajorNC,2,9.0,1724.41,House of Hard Knocks
791,Pindeco,7,10.0,1649.53,House of Hard Knocks
791,Tomcoulton10,3,9.0,1741.53,House of Hard Knocks
791,calumedwards,5,6.0,1580.25,House of Hard Knocks
791,hyperpringle,6,8.0,1705.23,House of Hard Knocks
791,splangtree,9,9.0,1627.17,House of Hard Knocks
792,0llie,4,9.0,1581.45,House of Hard Knocks
792,DanCoulton,1,6.0,1666.77,House of Hard Knocks
792,JoeWright,10,5.0,1532.19,House of Hard Knocks
792,Jonnydubz,8,7.0,1623.79,House of Hard Knocks
792,MajorNC,2,11.0,1775.3899999999999,House of Hard Knocks
792,Pindeco,7,8.0,1612.87,House of Hard Knocks
792,Tomcoulton10,3,10.0,1754.5,House of Hard Knocks
792,calumedwards,5,8.0,1709.3200000000002,House of Hard Knocks
792,hyperpringle,6,6.0,1645.34,House of Hard Knocks
792,splangtree,9,5.0,1644.15,House of Hard Knocks
793,0llie,4,7.0,1575.63,House of Hard Knocks
793,DanCoulton,1,10.0,1716.44,House of Hard Knocks
793,JoeWright,10,4.0,1491.99,House of Hard Knocks
793,Jonnydubz,8,7.0,1675.72,House of Hard Knocks
793,MajorNC,2,11.0,1663.06,House of Hard Knocks
793,Pindeco,7,6.0,1702.03,House of Hard Knocks
793,Tomcoulton10,3,10.0,1791.94,House of Hard Knocks
793,calumedwards,5,3.0,1539.43,House of Hard Knocks
793,hyperpringle,6,8.0,1598.85,House of Hard Knocks
793,splangtree,9,9.0,1731.8,House of Hard Knocks
794,0llie,4,4.0,1476.66,House of Hard Knocks
794,DanCoulton,1,8.0,1570.28,House of Hard Knocks
794,JoeWright,10,6.0,1524.8899999999999,House of Hard Knocks
794,Jonnydubz,8,8.0,1644.28,House of Hard Knocks
794,MajorNC,2,11.0,1703.6499999999999,House of Hard Knocks
794,Pindeco,7,7.0,1515.43,House of Hard Knocks
794,Tomcoulton10,3,10.0,1721.94,House of Hard Knocks
794,calumedwards,5,8.0,1532.08,House of Hard Knocks
794,hyperpringle,6,5.0,1516.94,House of Hard Knocks
794,splangtree,9,8.0,1582.83,House of Hard Knocks
795,0llie,4,4.0,1449.89,House of Hard Knocks
795,DanCoulton,1,9.0,1689.53,House of Hard Knocks
795,JoeWright,10,5.0,1527.77,House of Hard Knocks
795,Jonnydubz,8,7.0,1469.27,House of Hard Knocks
795,MajorNC,2,11.0,1664.02,House of Hard Knocks
795,Pindeco,7,9.0,1736.34,House of Hard Knocks
795,Tomcoulton10,3,9.0,1693.6200000000001,House of Hard Knocks
795,calumedwards,5,5.0,1534.4,House of Hard Knocks
795,hyperpringle,6,9.0,1768.15,House of Hard Knocks
795,splangtree,9,7.0,1673.33,House of Hard Knocks
796,0llie,4,6.0,1489.71,House of Hard Knocks
796,DanCoulton,1,8.0,1593.8,House of Hard Knocks
796,JoeWright,10,6.0,1470.38,House of Hard Knocks
796,Jonnydubz,8,10.0,1694.1399999999999,House of Hard Knocks
796,MajorNC,2,5.0,1594.76,House of Hard Knocks
796,Pindeco,7,9.0,1753.36,House of Hard Knocks
796,Tomcoulton10,3,9.0,1730.6200000000001,House of Hard Knocks
796,calumedwards,5,3.0,1531.68,House of Hard Knocks
796,hyperpringle,6,10.0,1708.75,House of Hard Knocks
796,splangtree,9,9.0,1627.94,House of Hard Knocks
797,0llie,4,8.0,1498.88,House of Hard Knocks
797,DanCoulton,1,2.0,1526.98,House of Hard Knocks
797,JoeWright,10,4.0,1533.8700000000001,House of Hard Knocks
797,Jonnydubz,8,7.0,1628.12,House of Hard Knocks
797,MajorNC,2,10.0,1646.58,House of Hard Knocks
797,Pindeco,7,8.0,1656.29,House of Hard Knocks
797,Tomcoulton10,3,11.0,1694.9,House of Hard Knocks
797,calumedwards,5,5.0,1599.1000000000001,House of Hard Knocks
797,hyperpringle,6,9.0,1684.6699999999998,House of Hard Knocks
797,splangtree,9,11.0,1686.44,House of Hard Knocks
798,0llie,4,5.0,1518.57,House of Hard Knocks
798,DanCoulton,1,6.0,1625.8899999999999,House of Hard Knocks
798,JoeWright,10,10.0,1616.57,House of Hard Knocks
798,Jonnydubz,8,8.0,1641.75,House of Hard Knocks
798,MajorNC,2,11.0,1720.79,House of Hard Knocks
798,Pindeco,7,6.0,1604.4099999999999,House of Hard Knocks
798,Tomcoulton10,3,11.0,1790.6499999999999,House of Hard Knocks
798,calumedwards,5,4.0,1583.6200000000001,House of Hard Knocks
798,hyperpringle,6,3.0,1584.87,House of Hard Knocks
798,splangtree,9,11.0,1657.73,House of Hard Knocks
799,0llie,4,9.0,1587.64,House of Hard Knocks
799,DanCoulton,1,8.0,1639.87,House of Hard Knocks
799,JoeWright,10,4.0,1399.21,House of Hard Knocks
799,Jonnydubz,8,11.0,1671.8899999999999,House of Hard Knocks
799,MajorNC,2,6.0,1675.7,House of Hard Knocks
799,Pindeco,7,10.0,1700.96,House of Hard Knocks
799,Tomcoulton10,3,7.0,1635.86,House of Hard Knocks
799,calumedwards,5,4.0,1562.1399999999999,House of Hard Knocks
799,hyperpringle,6,6.0,1637.67,House of Hard Knocks
799,splangtree,9,10.0,1666.24,House of Hard Knocks
800,0llie,4,9.0,1684.61,House of Hard Knocks
800,DanCoulton,1,9.0,1643.86,House of Hard Knocks
800,JoeWright,10,2.0,1459.6100000000001,House of Hard Knocks
800,Jonnydubz,8,8.0,1744.79,House of Hard Knocks
800,MajorNC,2,10.0,1713.82,House of Hard Knocks
800,Pindeco,7,6.0,1644.76,House of Hard Knocks
800,Tomcoulton10,3,6.0,1654.29,House of Hard Knocks
800,calumedwards,5,8.0,1734.73,House of Hard Knocks
800,hyperpringle,6,7.0,1573.69,House of Hard Knocks
800,splangtree,9,10.0,1685.9,House of Hard Knocks
801,0llie,4,6.0,1509.54,House of Hard Knocks
801,DanCoulton,1,5.0,1681.73,House of Hard Knocks
801,JoeWright,10,6.0,1626.73,House of Hard Knocks
801,Jonnydubz,8,6.0,1706.97,House of Hard Knocks
801,MajorNC,2,12.0,1749.31,House of Hard Knocks
801,Pindeco,7,8.0,1682.1,House of Hard Knocks
801,Tomcoulton10,3,8.0,1705.01,House of Hard Knocks
801,calumedwards,5,9.0,1540.22,House of Hard Knocks
801,hyperpringle,6,7.0,1622.91,House of Hard Knocks
801,splangtree,9,8.0,1717.65,House of Hard Knocks
802,0llie,4,7.0,1495.57,House of Hard Knocks
802,DanCoulton,1,8.0,1635.53,House of Hard Knocks
802,JoeWright,10,5.0,1524.07,House of Hard Knocks
802,Jonnydubz,8,6.0,1690.03,House of Hard Knocks
802,MajorNC,2,8.0,1570.38,House of Hard Knocks
802,Pindeco,7,6.0,1673.8,House of Hard Knocks
802,Tomcoulton10,3,11.0,1711.26,House of Hard Knocks
802,calumedwards,5,6.0,1685.69,House of Hard Knocks
802,hyperpringle,6,7.0,1549.42,House of Hard Knocks
802,splangtree,9,11.0,1686.04,House of Hard Knocks
803,0llie,4,10.0,1519.16,House of Hard Knocks
803,DanCoulton,1,6.0,1554.07,House of Hard Knocks
803,JoeWright,10,3.0,1515.12,House of Hard Knocks
803,Jonnydubz,8,6.0,1650.32,House of Hard Knocks
803,MajorNC,2,10.0,1605.77,House of Hard Knocks
803,Pindeco,7,5.0,1582.79,House of Hard Knocks
803,Tomcoulton10,3,11.0,1723.95,House of Hard Knocks
803,calumedwards,5,6.0,1565.33,House of Hard Knocks
803,hyperpringle,6,9.0,1585.52,House of Hard Knocks
803,splangtree,9,9.0,1690.03,House of Hard Knocks
804,0llie,4,10.0,1614.22,House of Hard Knocks
804,DanCoulton,1,8.0,1562.26,House of Hard Knocks
804,JoeWright,10,2.0,1501.7,House of Hard Knocks
804,Jonnydubz,8,9.0,1669.77,House of Hard Knocks
804,MajorNC,2,9.0,1628.76,House of Hard Knocks
804,Pindeco,7,11.0,1695.82,House of Hard Knocks
804,Tomcoulton10,3,6.0,1666.53,House of Hard Knocks
804,calumedwards,5,6.0,1550.59,House of Hard Knocks
804,hyperpringle,6,8.0,1556.48,House of Hard Knocks
804,splangtree,9,6.0,1667.92,House of Hard Knocks
805,0llie,4,5.0,1504.08,House of Hard Knocks
805,DanCoulton,1,10.0,1662.43,House of Hard Knocks
805,JoeWright,10,5.0,1509.11,House of Hard Knocks
805,Jonnydubz,8,9.0,1700.14,House of Hard Knocks
805,MajorNC,2,10.0,1784.64,House of Hard Knocks
805,Pindeco,7,8.0,1584.27,House of Hard Knocks
805,Tomcoulton10,3,5.0,1573.4,House of Hard Knocks
805,calumedwards,5,5.0,1543.25,House of Hard Knocks
805,hyperpringle,6,8.0,1685.67,House of Hard Knocks
805,splangtree,9,10.0,1728.68,House of Hard Knocks
806,0llie,4,7.0,1538.22,House of Hard Knocks
806,DanCoulton,1,9.0,1623.62,House of Hard Knocks
806,JoeWright,10,7.0,1519.3,House of Hard Knocks
806,Jonnydubz,8,8.0,1649.68,House of Hard Knocks
806,MajorNC,2,10.0,1645.03,House of Hard Knocks
806,Pindeco,7,5.0,1588.93,House of Hard Knocks
806,Tomcoulton10,3,8.0,1685.94,House of Hard Knocks
806,calumedwards,5,5.0,1604.46,House of Hard Knocks
806,hyperpringle,6,10.0,1710.48,House of Hard Knocks
806,splangtree,9,6.0,1605.63,House of Hard Knocks
807,0llie,4,9.0,1597.43,House of Hard Knocks
807,DanCoulton,1,8.0,1712.04,House of Hard Knocks
807,JoeWright,10,6.0,1514.13,House of Hard Knocks
807,Jonnydubz,8,4.0,1615.84,House of Hard Knocks
807,MajorNC,2,8.0,1827.26,House of Hard Knocks
807,Pindeco,7,6.0,1673.52,House of Hard Knocks
807,Tomcoulton10,3,8.0,1694.89,House of Hard Knocks
807,calumedwards,5,6.0,1409.23,House of Hard Knocks
807,hyperpringle,6,7.0,1562.38,House of Hard Knocks
807,splangtree,9,13.0,1801.94,House of Hard Knocks
808,0llie,4,8.0,1557.64,House of Hard Knocks
808,DanCoulton,1,9.0,1674.48,House of Hard Knocks
808,JoeWright,10,7.0,1494.58,House of Hard Knocks
808,Jonnydubz,8,6.0,1638.75,House of Hard Knocks
808,MajorNC,2,8.0,1705.9,House of Hard Knocks
808,Pindeco,7,7.0,1706.9099999999999,House of Hard Knocks
808,Tomcoulton10,3,11.0,1765.23,House of Hard Knocks
808,calumedwards,5,4.0,1459.04,House of Hard Knocks
808,hyperpringle,6,6.0,1641.5,House of Hard Knocks
808,splangtree,9,9.0,1701.02,House of Hard Knocks
809,0llie,4,6.0,1576.48,House of Hard Knocks
809,DanCoulton,1,6.0,1541.32,House of Hard Knocks
809,JoeWright,10,9.0,1559.65,House of Hard Knocks
809,Jonnydubz,8,7.0,1634.91,House of Hard Knocks
809,MajorNC,2,8.0,1636.56,House of Hard Knocks
809,Pindeco,7,7.0,1620.16,House of Hard Knocks
809,Tomcoulton10,3,12.0,1799.68,House of Hard Knocks
809,calumedwards,5,7.0,1682.76,House of Hard Knocks
809,hyperpringle,6,8.0,1583.51,House of Hard Knocks
809,splangtree,9,5.0,1596.14,House of Hard Knocks
810,0llie,4,5.0,1478.16,House of Hard Knocks
810,DanCoulton,1,8.0,1692.95,House of Hard Knocks
810,JoeWright,10,10.0,1596.16,House of Hard Knocks
810,Jonnydubz,8,7.0,1588.38,House of Hard Knocks
810,MajorNC,2,8.0,1701.51,House of Hard Knocks
810,Pindeco,7,9.0,1676.47,House of Hard Knocks
810,Tomcoulton10,3,8.0,1702.73,House of Hard Knocks
810,calumedwards,5,4.0,1547.67,House of Hard Knocks
810,hyperpringle,6,9.0,1714.85,House of Hard Knocks
810,splangtree,9,7.0,1606.72,House of Hard Knocks
811,0llie,4,5.0,1573.67,House of Hard Knocks
811,DanCoulton,1,6.0,1601.49,House of Hard Knocks
811,JoeWright,10,4.0,1481.99,House of Hard Knocks
811,Jonnydubz,8,7.0,1553.78,House of Hard Knocks
811,MajorNC,2,10.0,1561.02,House of Hard Knocks
811,Pindeco,7,9.0,1670.66,House of Hard Knocks
811,Tomcoulton10,3,11.0,1756.85,House of Hard Knocks
811,calumedwards,5,5.0,1607.17,House of Hard Knocks
811,hyperpringle,6,8.0,1623.18,House of Hard Knocks
811,splangtree,9,10.0,1811.49,House of Hard Knocks
812,0llie,4,10.0,1588.04,House of Hard Knocks
812,DanCoulton,1,8.0,1707.56,House of Hard Knocks
812,JoeWright,10,5.0,1492.0,House of Hard Knocks
812,Jonnydubz,8,8.0,1743.69,House of Hard Knocks
812,MajorNC,2,7.0,1631.71,House of Hard Knocks
812,Pindeco,7,7.0,1648.96,House of Hard Knocks
812,Tomcoulton10,3,7.0,1595.41,House of Hard Knocks
812,calumedwards,5,5.0,1493.82,House of Hard Knocks
812,hyperpringle,6,8.0,1551.4,House of Hard Knocks
812,splangtree,9,10.0,1706.86,House of Hard Knocks
813,0llie,4,6.0,1622.46,House of Hard Knocks
813,DanCoulton,1,11.0,1694.8600000000001,House of Hard Knocks
813,JoeWright,10,5.0,1511.56,House of Hard Knocks
813,Jonnydubz,8,4.0,1632.4,House of Hard Knocks
813,MajorNC,2,11.0,1643.25,House of Hard Knocks
813,Pindeco,7,9.0,1749.27,House of Hard Knocks
813,Tomcoulton10,3,7.0,1570.14,House of Hard Knocks
813,calumedwards,5,7.0,1575.69,House of Hard Knocks
813,hyperpringle,6,5.0,1666.35,House of Hard Knocks
813,splangtree,9,10.0,1741.3200000000002,House of Hard Knocks
814,0llie,4,8.0,1636.4,House of Hard Knocks
814,DanCoulton,1,6.0,1498.6,House of Hard Knocks
814,JoeWright,10,3.0,1411.71,House of Hard Knocks
814,Jonnydubz,8,8.0,1718.82,House of Hard Knocks
814,MajorNC,2,10.0,1857.66,House of Hard Knocks
814,Pindeco,7,9.0,1767.08,House of Hard Knocks
814,Tomcoulton10,3,10.0,1737.51,House of Hard Knocks
814,calumedwards,5,3.0,1507.97,House of Hard Knocks
814,hyperpringle,6,8.0,1682.27,House of Hard Knocks
814,splangtree,9,10.0,1761.74,House of Hard Knocks
815,0llie,4,5.0,1612.72,House of Hard Knocks
815,DanCoulton,1,10.0,1623.1399999999999,House of Hard Knocks
815,JoeWright,10,6.0,1552.86,House of Hard Knocks
815,Jonnydubz,8,8.0,1671.06,House of Hard Knocks
815,MajorNC,2,7.0,1564.58,House of Hard Knocks
815,Pindeco,7,8.0,1614.27,House of Hard Knocks
815,Tomcoulton10,3,8.0,1776.53,House of Hard Knocks
815,calumedwards,5,3.0,1614.25,House of Hard Knocks
815,hyperpringle,6,8.0,1742.95,House of Hard Knocks
815,splangtree,9,12.0,1858.95,House of Hard Knocks
816,0llie,4,6.0,1543.7,House of Hard Knocks
816,DanCoulton,1,8.0,1686.95,House of Hard Knocks
816,JoeWright,10,8.0,1622.03,House of Hard Knocks
816,Jonnydubz,8,9.0,1715.8899999999999,House of Hard Knocks
816,MajorNC,2,11.0,1765.35,House of Hard Knocks
816,Pindeco,7,6.0,1638.95,House of Hard Knocks
816,Tomcoulton10,3,8.0,1806.25,House of Hard Knocks
816,calumedwards,5,6.0,1500.44,House of Hard Knocks
816,hyperpringle,6,5.0,1608.93,House of Hard Knocks
816,splangtree,9,8.0,1671.19,House of Hard Knocks
817,0llie,4,5.0,1536.24,House of Hard Knocks
817,DanCoulton,1,9.0,1536.8,House of Hard Knocks
817,JoeWright,10,7.0,1599.49,House of Hard Knocks
817,Jonnydubz,8,8.0,1702.9099999999999,House of Hard Knocks
817,MajorNC,2,8.0,1708.29,House of Hard Knocks
817,Pindeco,7,6.0,1467.13,House of Hard Knocks
817,Tomcoulton10,3,9.0,1606.51,House of Hard Knocks
817,calumedwards,5,6.0,1553.31,House of Hard Knocks
817,hyperpringle,6,6.0,1664.55,House of Hard Knocks
817,splangtree,9,11.0,1726.77,House of Hard Knocks
818,0llie,4,5.0,1560.21,House of Hard Knocks
818,DanCoulton,1,9.0,1646.25,House of Hard Knocks
818,JoeWright,10,3.0,1450.46,House of Hard Knocks
818,Jonnydubz,8,10.0,1741.3,House of Hard Knocks
818,MajorNC,2,8.0,1669.15,House of Hard Knocks
818,Pindeco,7,9.0,1687.94,House of Hard Knocks
818,Tomcoulton10,3,7.0,1761.8600000000001,House of Hard Knocks
818,calumedwards,5,8.0,1632.0,House of Hard Knocks
818,hyperpringle,6,8.0,1624.4,House of Hard Knocks
818,splangtree,9,8.0,1634.8600000000001,House of Hard Knocks
819,0llie,4,6.0,1626.87,House of Hard Knocks
819,DanCoulton,1,11.0,1746.1499999999999,House of Hard Knocks
819,JoeWright,10,6.0,1561.94,House of Hard Knocks
819,Jonnydubz,8,7.0,1646.72,House of Hard Knocks
819,MajorNC,2,8.0,1523.32,House of Hard Knocks
819,Pindeco,7,5.0,1656.39,House of Hard Knocks
819,Tomcoulton10,3,9.0,1644.72,House of Hard Knocks
819,calumedwards,5,7.0,1533.82,House of Hard Knocks
819,hyperpringle,6,6.0,1517.66,House of Hard Knocks
819,splangtree,9,10.0,1683.57,House of Hard Knocks
820,0llie,4,7.0,1625.36,House of Hard Knocks
820,DanCoulton,1,9.0,1643.11,House of Hard Knocks
820,JoeWright,10,8.0,1461.81,House of Hard Knocks
820,Jonnydubz,8,5.0,1611.37,House of Hard Knocks
820,MajorNC,2,7.0,1749.79,House of Hard Knocks
820,Pindeco,7,10.0,1743.76,House of Hard Knocks
820,Tomcoulton10,3,11.0,1706.1100000000001,House of Hard Knocks
820,calumedwards,5,5.0,1496.41,House of Hard Knocks
820,hyperpringle,6,7.0,1606.3999999999999,House of Hard Knocks
820,splangtree,9,6.0,1571.8600000000001,House of Hard Knocks
821,0llie,4,9.0,1575.41,House of Hard Knocks
821,DanCoulton,1,12.0,1617.52,House of Hard Knocks
821,JoeWright,10,3.0,1422.68,House of Hard Knocks
821,Jonnydubz,8,7.0,1607.36,House of Hard Knocks
821,MajorNC,2,11.0,1724.88,House of Hard Knocks
821,Pindeco,7,3.0,1486.74,House of Hard Knocks
821,Tomcoulton10,3,8.0,1712.17,House of Hard Knocks
821,calumedwards,5,6.0,1645.62,House of Hard Knocks
821,hyperpringle,6,7.0,1569.6,House of Hard Knocks
821,splangtree,9,9.0,1700.5700000000002,House of Hard Knocks
822,0llie,4,11.0,1578.39,House of Hard Knocks
822,DanCoulton,1,8.0,1568.99,House of Hard Knocks
822,JoeWright,10,6.0,1567.64,House of Hard Knocks
822,Jonnydubz,8,12.0,1767.69,House of Hard Knocks
822,MajorNC,2,5.0,1584.11,House of Hard Knocks
822,Pindeco,7,4.0,1448.01,House of Hard Knocks
822,Tomcoulton10,3,7.0,1612.57,House of Hard Knocks
822,calumedwards,5,9.0,1499.6,House of Hard Knocks
822,hyperpringle,6,7.0,1531.12,House of Hard Knocks
822,splangtree,9,6.0,1644.3700000000001,House of Hard Knocks
823,0llie,4,10.0,1714.66,House of Hard Knocks
823,DanCoulton,1,10.0,1685.46,House of Hard Knocks
823,JoeWright,10,5.0,1548.28,House of Hard Knocks
823,Jonnydubz,8,1.0,1543.0900000000001,House of Hard Knocks
823,MajorNC,2,12.0,1603.23,House of Hard Knocks
823,Pindeco,7,5.0,1586.71,House of Hard Knocks
823,Tomcoulton10,3,10.0,1754.42,House of Hard Knocks
823,calumedwards,5,4.0,1482.58,House of Hard Knocks
823,hyperpringle,6,7.0,1513.63,House of Hard Knocks
823,splangtree,9,11.0,1683.1000000000001,House of Hard Knocks
824,0llie,4,9.0,1618.59,House of Hard Knocks
824,DanCoulton,1,7.0,1670.61,House of Hard Knocks
824,JoeWright,10,6.0,1515.95,House of Hard Knocks
824,Jonnydubz,8,5.0,1607.96,House of Hard Knocks
824,MajorNC,2,10.0,1716.58,House of Hard Knocks
824,Pindeco,7,8.0,1568.58,House of Hard Knocks
824,Tomcoulton10,3,8.0,1678.59,House of Hard Knocks
824,calumedwards,5,7.0,1606.04,House of Hard Knocks
824,hyperpringle,6,7.0,1580.67,House of Hard Knocks
824,splangtree,9,8.0,1698.25,House of Hard Knocks
825,0llie,4,8.0,1669.18,House of Hard Knocks
825,DanCoulton,1,10.0,1768.9,House of Hard Knocks
825,JoeWright,10,3.0,1544.68,House of Hard Knocks
825,Jonnydubz,8,8.0,1730.65,House of Hard Knocks
825,MajorNC,2,9.0,1690.17,House of Hard Knocks
825,Pindeco,7,6.0,1674.62,House of Hard Knocks
825,Tomcoulton10,3,7.0,1728.8700000000001,House of Hard Knocks
825,calumedwards,5,6.0,1551.76,House of Hard Knocks
825,hyperpringle,6,8.0,1648.76,House of Hard Knocks
825,splangtree,9,10.0,1800.97,House of Hard Knocks
826,0llie,4,7.0,1633.97,House of Hard Knocks
826,DanCoulton,1,7.0,1616.66,House of Hard Knocks
826,JoeWright,10,6.0,1574.52,House of Hard Knocks
826,Jonnydubz,8,9.0,1647.07,House of Hard Knocks
826,MajorNC,2,8.0,1565.51,House of Hard Knocks
826,Pindeco,7,4.0,1593.69,House of Hard Knocks
826,Tomcoulton10,3,13.0,1719.31,House of Hard Knocks
826,calumedwards,5,8.0,1594.92,House of Hard Knocks
826,hyperpringle,6,7.0,1602.35,House of Hard Knocks
826,splangtree,9,6.0,1605.46,House of Hard Knocks
827,0llie,4,9.0,1584.44,House of Hard Knocks
