season,manager,roster_id,h2h_wins,points_for,league
505,Pindeco,8,7.0,1288.84,NFL Dynasty
505,TenAndJerry,2,4.0,1181.45,NFL Dynasty
505,Tomcoulton10,11,12.0,1292.11,NFL Dynasty
505,benturvill61,3,6.0,1178.35,NFL Dynasty
505,calumedwards,4,7.0,1192.59,NFL Dynasty
505,hyperpringle,12,7.0,1285.8,NFL Dynasty
505,jhh82,6,1.0,1059.8600000000001,NFL Dynasty
505,mikepearson,9,8.0,1253.8600000000001,NFL Dynasty
505,msouthwell,10,8.0,1242.54,NFL Dynasty
506,0llie,5,8.0,1288.77,NFL Dynasty
506,DanCoulton,1,5.0,1268.18,NFL Dynasty
506,JoeWright,7,8.0,1233.66,NFL Dynasty
506,Pindeco,8,3.0,1067.33,NFL Dynasty
506,TenAndJerry,2,5.0,1102.23,NFL Dynasty
506,Tomcoulton10,11,9.0,1225.4,NFL Dynasty
506,benturvill61,3,9.0,1216.99,NFL Dynasty
506,calumedwards,4,4.0,1091.77,NFL Dynasty
506,hyperpringle,12,8.0,1249.67,NFL Dynasty
506,jhh82,6,7.0,1045.8,NFL Dynasty
506,mikepearson,9,7.0,1197.06,NFL Dynasty
506,msouthwell,10,11.0,1252.9,NFL Dynasty
507,0llie,5,9.0,1342.55,NFL Dynasty
507,DanCoulton,1,6.0,1253.34,NFL Dynasty
507,JoeWright,7,5.0,1197.85,NFL Dynasty
507,Pindeco,8,6.0,1158.22,NFL Dynasty
507,TenAndJerry,2,6.0,1209.71,NFL Dynasty
507,Tomcoulton10,11,12.0,1309.34,NFL Dynasty
507,benturvill61,3,8.0,1184.22,NFL Dynasty
507,calumedwards,4,9.0,1212.88,NFL Dynasty
507,hyperpringle,12,7.0,1253.96,NFL Dynasty
507,jhh82,6,4.0,1106.01,NFL Dynasty
507,mikepearson,9,8.0,1184.95,NFL Dynasty
507,msouthwell,10,4.0,1251.15,NFL Dynasty
508,0llie,5,8.0,1260.52,NFL Dynasty
508,DanCoulton,1,7.0,1211.02,NFL Dynasty
508,JoeWright,7,9.0,1200.78,NFL Dynasty
508,Pindeco,8,4.0,1066.34,NFL Dynasty
508,TenAndJerry,2,4.0,1144.3,NFL Dynasty
508,Tomcoulton10,11,10.0,1285.08,NFL Dynasty
508,benturvill61,3,4.0,1156.45,NFL Dynasty
508,calumedwards,4,4.0,1128.0,NFL Dynasty
508,hyperpringle,12,6.0,1305.33,NFL Dynasty
508,jhh82,6,7.0,1139.07,NFL Dynasty
508,mikepearson,9,12.0,1307.96,NFL Dynasty
508,msouthwell,10,9.0,1304.47,NFL Dynasty
509,0llie,5,6.0,1227.78,NFL Dynasty
509,DanCoulton,1,11.0,1277.8899999999999,NFL Dynasty
509,JoeWright,7,10.0,1371.18,NFL Dynasty
509,Pindeco,8,5.0,1093.26,NFL Dynasty
509,TenAndJerry,2,7.0,1264.67,NFL Dynasty
509,Tomcoulton10,11,7.0,1266.6,NFL Dynasty
509,benturvill61,3,8.0,1173.5,NFL Dynasty
509,calumedwards,4,6.0,1204.28,NFL Dynasty
509,hyperpringle,12,6.0,1240.11,NFL Dynasty
509,jhh82,6,7.0,1153.88,NFL Dynasty
509,mikepearson,9,7.0,1190.3899999999999,NFL Dynasty
509,msouthwell,10,4.0,1227.83,NFL Dynasty
510,0llie,5,10.0,1297.05,NFL Dynasty
510,DanCoulton,1,7.0,1195.86,NFL Dynasty
510,JoeWright,7,11.0,1310.22,NFL Dynasty
510,Pindeco,8,6.0,1214.14,NFL Dynasty
510,TenAndJerry,2,5.0,1177.46,NFL Dynasty
510,Tomcoulton10,11,9.0,1294.94,NFL Dynasty
510,benturvill61,3,6.0,1204.71,NFL Dynasty
510,calumedwards,4,9.0,1278.26,NFL Dynasty
510,hyperpringle,12,8.0,1383.04,NFL Dynasty
510,jhh82,6,0.0,1074.97,NFL Dynasty
510,mikepearson,9,8.0,1228.67,NFL Dynasty
510,msouthwell,10,5.0,1209.32,NFL Dynasty
511,0llie,5,8.0,1237.97,NFL Dynasty
511,DanCoulton,1,6.0,1175.52,NFL Dynasty
511,JoeWright,7,9.0,1329.32,NFL Dynasty
511,Pindeco,8,7.0,1189.32,NFL Dynasty
511,TenAndJerry,2,3.0,1163.81,NFL Dynasty
511,Tomcoulton10,11,10.0,1242.54,NFL Dynasty
511,benturvill61,3,8.0,1348.62,NFL Dynasty
511,calumedwards,4,8.0,1140.29,NFL Dynasty
511,hyperpringle,12,6.0,1218.6399999999999,NFL Dynasty
511,jhh82,6,5.0,1081.85,NFL Dynasty
511,mikepearson,9,6.0,1218.03,NFL Dynasty
511,msouthwell,10,8.0,1221.3,NFL Dynasty
512,0llie,5,6.0,1234.67,NFL Dynasty
512,DanCoulton,1,5.0,1216.06,NFL Dynasty
512,JoeWright,7,7.0,1262.97,NFL Dynasty
512,Pindeco,8,9.0,1206.11,NFL Dynasty
512,TenAndJerry,2,7.0,1205.56,NFL Dynasty
512,Tomcoulton10,11,7.0,1260.49,NFL Dynasty
512,benturvill61,3,7.0,1264.03,NFL Dynasty
512,calumedwards,4,6.0,1124.68,NFL Dynasty
512,hyperpringle,12,10.0,1236.05,NFL Dynasty
512,jhh82,6,7.0,1145.22,NFL Dynasty
512,mikepearson,9,6.0,1248.57,NFL Dynasty
512,msouthwell,10,7.0,1295.92,NFL Dynasty
513,0llie,5,8.0,1309.54,NFL Dynasty
513,DanCoulton,1,6.0,1206.92,NFL Dynasty
513,JoeWright,7,12.0,1364.46,NFL Dynasty
513,Pindeco,8,8.0,1307.17,NFL Dynasty
513,TenAndJerry,2,7.0,1243.52,NFL Dynasty
513,Tomcoulton10,11,6.0,1227.08,NFL Dynasty
513,benturvill61,3,6.0,1191.82,NFL Dynasty
513,calumedwards,4,4.0,1137.9,NFL Dynasty
513,hyperpringle,12,9.0,1335.08,NFL Dynasty
513,jhh82,6,5.0,1110.48,NFL Dynasty
513,mikepearson,9,9.0,1302.58,NFL Dynasty
513,msouthwell,10,4.0,1275.3,NFL Dynasty
514,0llie,5,7.0,1272.3899999999999,NFL Dynasty
514,DanCoulton,1,8.0,1244.11,NFL Dynasty
514,JoeWright,7,7.0,1273.5900000000001,NFL Dynasty
514,Pindeco,8,5.0,1130.19,NFL Dynasty
514,TenAndJerry,2,7.0,1214.42,NFL Dynasty
514,Tomcoulton10,11,7.0,1272.82,NFL Dynasty
514,benturvill61,3,10.0,1293.04,NFL Dynasty
514,calumedwards,4,7.0,1181.96,NFL Dynasty
514,hyperpringle,12,9.0,1357.73,NFL Dynasty
514,jhh82,6,3.0,1087.33,NFL Dynasty
514,mikepearson,9,6.0,1221.54,NFL Dynasty
514,msouthwell,10,8.0,1210.83,NFL Dynasty
515,0llie,5,10.0,1330.64,NFL Dynasty
515,DanCoulton,1,6.0,1308.65,NFL Dynasty
515,JoeWright,7,10.0,1338.38,NFL Dynasty
515,Pindeco,8,7.0,1296.27,NFL Dynasty
515,TenAndJerry,2,5.0,1207.17,NFL Dynasty
515,Tomcoulton10,11,10.0,1334.01,NFL Dynasty
515,benturvill61,3,6.0,1318.86,NFL Dynasty
515,calumedwards,4,5.0,1147.39,NFL Dynasty
515,hyperpringle,12,7.0,1226.48,NFL Dynasty
515,jhh82,6,1.0,1112.22,NFL Dynasty
515,mikepearson,9,8.0,1304.43,NFL Dynasty
515,msouthwell,10,9.0,1324.1,NFL Dynasty
516,0llie,5,8.0,1343.68,NFL Dynasty
516,DanCoulton,1,7.0,1187.2,NFL Dynasty
516,JoeWright,7,9.0,1320.84,NFL Dynasty
516,Pindeco,8,5.0,1214.5,NFL Dynasty
516,TenAndJerry,2,5.0,1161.42,NFL Dynasty
516,Tomcoulton10,11,9.0,1256.48,NFL Dynasty
516,benturvill61,3,9.0,1363.06,NFL Dynasty
516,calumedwards,4,6.0,1207.32,NFL Dynasty
516,hyperpringle,12,9.0,1224.48,NFL Dynasty
516,jhh82,6,4.0,1119.51,NFL Dynasty
516,mikepearson,9,7.0,1281.86,NFL Dynasty
516,msouthwell,10,6.0,1195.51,NFL Dynasty
517,0llie,5,8.0,1209.37,NFL Dynasty
517,DanCoulton,1,4.0,1187.37,NFL Dynasty
517,JoeWright,7,8.0,1294.38,NFL Dynasty
517,Pindeco,8,5.0,1167.14,NFL Dynasty
517,TenAndJerry,2,7.0,1234.28,NFL Dynasty
517,Tomcoulton10,11,11.0,1326.66,NFL Dynasty
517,benturvill61,3,7.0,1209.53,NFL Dynasty
517,calumedwards,4,4.0,1078.57,NFL Dynasty
517,hyperpringle,12,9.0,1254.94,NFL Dynasty
517,jhh82,6,4.0,1151.8899999999999,NFL Dynasty
517,mikepearson,9,8.0,1275.62,NFL Dynasty
517,msouthwell,10,9.0,1366.84,NFL Dynasty
518,0llie,5,5.0,1146.34,NFL Dynasty
518,DanCoulton,1,7.0,1197.3600000000001,NFL Dynasty
518,JoeWright,7,10.0,1361.06,NFL Dynasty
518,Pindeco,8,5.0,1126.27,NFL Dynasty
518,TenAndJerry,2,5.0,1209.48,NFL Dynasty
518,Tomcoulton10,11,11.0,1232.45,NFL Dynasty
518,benturvill61,3,11.0,1310.26,NFL Dynasty
518,calumedwards,4,6.0,1169.7,NFL Dynasty
518,hyperpringle,12,8.0,1256.45,NFL Dynasty
518,jhh82,6,3.0,1089.09,NFL Dynasty
518,mikepearson,9,4.0,1168.19,NFL Dynasty
518,msouthwell,10,9.0,1208.8,NFL Dynasty
519,0llie,5,9.0,1358.75,NFL Dynasty
519,DanCoulton,1,9.0,1239.15,NFL Dynasty
519,JoeWright,7,9.0,1245.65,NFL Dynasty
519,Pindeco,8,8.0,1161.02,NFL Dynasty
519,TenAndJerry,2,6.0,1261.31,NFL Dynasty
519,Tomcoulton10,11,6.0,1139.03,NFL Dynasty
519,benturvill61,3,7.0,1206.36,NFL Dynasty
519,calumedwards,4,1.0,1067.63,NFL Dynasty
519,hyperpringle,12,6.0,1221.99,NFL Dynasty
519,jhh82,6,7.0,1143.98,NFL Dynasty
519,mikepearson,9,9.0,1312.94,NFL Dynasty
519,msouthwell,10,7.0,1177.64,NFL Dynasty
520,0llie,5,8.0,1283.38,NFL Dynasty
520,DanCoulton,1,6.0,1282.99,NFL Dynasty
520,JoeWright,7,10.0,1342.57,NFL Dynasty
520,Pindeco,8,4.0,1115.71,NFL Dynasty
520,TenAndJerry,2,4.0,1204.8,NFL Dynasty
520,Tomcoulton10,11,11.0,1371.74,NFL Dynasty
520,benturvill61,3,7.0,1238.67,NFL Dynasty
520,calumedwards,4,3.0,1093.31,NFL Dynasty
520,hyperpringle,12,9.0,1380.21,NFL Dynasty
520,jhh82,6,11.0,1254.08,NFL Dynasty
520,mikepearson,9,6.0,1190.16,NFL Dynasty
520,msouthwell,10,5.0,1219.95,NFL Dynasty
521,0llie,5,11.0,1336.97,NFL Dynasty
521,DanCoulton,1,5.0,1182.48,NFL Dynasty
521,JoeWright,7,10.0,1294.69,NFL Dynasty
521,Pindeco,8,8.0,1108.61,NFL Dynasty
521,TenAndJerry,2,8.0,1253.76,NFL Dynasty
521,Tomcoulton10,11,6.0,1219.8,NFL Dynasty
521,benturvill61,3,5.0,1136.22,NFL Dynasty
521,calumedwards,4,6.0,1174.86,NFL Dynasty
521,hyperpringle,12,8.0,1284.19,NFL Dynasty
521,jhh82,6,8.0,1105.78,NFL Dynasty
521,mikepearson,9,5.0,1125.44,NFL Dynasty
521,msouthwell,10,4.0,1217.04,NFL Dynasty
522,0llie,5,8.0,1300.54,NFL Dynasty
522,DanCoulton,1,8.0,1255.38,NFL Dynasty
522,JoeWright,7,7.0,1234.57,NFL Dynasty
522,Pindeco,8,4.0,1177.95,NFL Dynasty
522,TenAndJerry,2,7.0,1230.66,NFL Dynasty
522,Tomcoulton10,11,11.0,1264.41,NFL Dynasty
522,benturvill61,3,9.0,1209.8700000000001,NFL Dynasty
522,calumedwards,4,4.0,1099.66,NFL Dynasty
522,hyperpringle,12,6.0,1217.41,NFL Dynasty
522,jhh82,6,5.0,1066.16,NFL Dynasty
522,mikepearson,9,6.0,1246.17,NFL Dynasty
522,msouthwell,10,9.0,1225.55,NFL Dynasty
523,0llie,5,9.0,1231.58,NFL Dynasty
523,DanCoulton,1,9.0,1316.67,NFL Dynasty
523,JoeWright,7,10.0,1346.39,NFL Dynasty
523,Pindeco,8,3.0,1074.93,NFL Dynasty
523,TenAndJerry,2,2.0,1129.41,NFL Dynasty
523,Tomcoulton10,11,8.0,1274.3,NFL Dynasty
523,benturvill61,3,6.0,1255.53,NFL Dynasty
523,calumedwards,4,8.0,1187.98,NFL Dynasty
523,hyperpringle,12,8.0,1251.3,NFL Dynasty
523,jhh82,6,8.0,1052.53,NFL Dynasty
523,mikepearson,9,8.0,1268.34,NFL Dynasty
523,msouthwell,10,5.0,1246.49,NFL Dynasty
524,0llie,5,7.0,1225.61,NFL Dynasty
524,DanCoulton,1,8.0,1201.03,NFL Dynasty
524,JoeWright,7,10.0,1309.78,NFL Dynasty
524,Pindeco,8,5.0,1106.24,NFL Dynasty
524,TenAndJerry,2,6.0,1247.77,NFL Dynasty
524,Tomcoulton10,11,9.0,1267.95,NFL Dynasty
524,benturvill61,3,7.0,1192.77,NFL Dynasty
524,calumedwards,4,3.0,1035.52,NFL Dynasty
524,hyperpringle,12,7.0,1253.7,NFL Dynasty
524,jhh82,6,6.0,1107.73,NFL Dynasty
524,mikepearson,9,7.0,1151.55,NFL Dynasty
524,msouthwell,10,9.0,1239.34,NFL Dynasty
525,0llie,5,8.0,1227.29,NFL Dynasty
525,DanCoulton,1,5.0,1247.17,NFL Dynasty
525,JoeWright,7,7.0,1265.47,NFL Dynasty
525,Pindeco,8,7.0,1143.42,NFL Dynasty
525,TenAndJerry,2,6.0,1194.32,NFL Dynasty
525,Tomcoulton10,11,10.0,1276.15,NFL Dynasty
525,benturvill61,3,10.0,1209.44,NFL Dynasty
525,calumedwards,4,8.0,1221.37,NFL Dynasty
525,hyperpringle,12,8.0,1307.06,NFL Dynasty
525,jhh82,6,3.0,1122.6100000000001,NFL Dynasty
525,mikepearson,9,6.0,1237.95,NFL Dynasty
525,msouthwell,10,6.0,1229.09,NFL Dynasty
526,0llie,5,8.0,1259.6,NFL Dynasty
526,DanCoulton,1,5.0,1221.26,NFL Dynasty
526,JoeWright,7,7.0,1285.33,NFL Dynasty
526,Pindeco,8,4.0,1137.73,NFL Dynasty
526,TenAndJerry,2,7.0,1269.3,NFL Dynasty
526,Tomcoulton10,11,9.0,1254.66,NFL Dynasty
526,benturvill61,3,9.0,1282.97,NFL Dynasty
526,calumedwards,4,5.0,1167.87,NFL Dynasty
526,hyperpringle,12,9.0,1250.05,NFL Dynasty
526,jhh82,6,3.0,1052.67,NFL Dynasty
526,mikepearson,9,10.0,1335.58,NFL Dynasty
526,msouthwell,10,8.0,1280.99,NFL Dynasty
527,0llie,5,10.0,1310.14,NFL Dynasty
527,DanCoulton,1,9.0,1198.72,NFL Dynasty
527,JoeWright,7,8.0,1306.91,NFL Dynasty
527,Pindeco,8,5.0,1169.99,NFL Dynasty
527,TenAndJerry,2,6.0,1188.02,NFL Dynasty
527,Tomcoulton10,11,7.0,1194.72,NFL Dynasty
527,benturvill61,3,5.0,1185.07,NFL Dynasty
527,calumedwards,4,4.0,1088.17,NFL Dynasty
527,hyperpringle,12,11.0,1363.97,NFL Dynasty
527,jhh82,6,3.0,1139.88,NFL Dynasty
527,mikepearson,9,9.0,1315.3899999999999,NFL Dynasty
527,msouthwell,10,7.0,1213.68,NFL Dynasty
528,0llie,5,10.0,1308.67,NFL Dynasty
528,DanCoulton,1,6.0,1229.38,NFL Dynasty
528,JoeWright,7,10.0,1345.21,NFL Dynasty
528,Pindeco,8,4.0,1134.35,NFL Dynasty
528,TenAndJerry,2,4.0,1195.21,NFL Dynasty
528,Tomcoulton10,11,11.0,1346.56,NFL Dynasty
528,benturvill61,3,5.0,1192.11,NFL Dynasty
528,calumedwards,4,5.0,1046.73,NFL Dynasty
528,hyperpringle,12,11.0,1402.57,NFL Dynasty
528,jhh82,6,2.0,1082.21,NFL Dynasty
528,mikepearson,9,8.0,1261.9,NFL Dynasty
528,msouthwell,10,8.0,1304.44,NFL Dynasty
529,0llie,5,13.0,1420.84,NFL Dynasty
529,DanCoulton,1,5.0,1222.05,NFL Dynasty
529,JoeWright,7,7.0,1309.03,NFL Dynasty
529,Pindeco,8,5.0,1082.62,NFL Dynasty
529,TenAndJerry,2,8.0,1255.52,NFL Dynasty
529,Tomcoulton10,11,7.0,1245.71,NFL Dynasty
529,benturvill61,3,8.0,1265.03,NFL Dynasty
529,calumedwards,4,6.0,1169.86,NFL Dynasty
529,hyperpringle,12,10.0,1343.64,NFL Dynasty
529,jhh82,6,3.0,1139.46,NFL Dynasty
529,mikepearson,9,6.0,1285.2,NFL Dynasty
529,msouthwell,10,6.0,1291.4,NFL Dynasty
530,0llie,5,9.0,1302.16,NFL Dynasty
530,DanCoulton,1,9.0,1302.81,NFL Dynasty
530,JoeWright,7,6.0,1212.24,NFL Dynasty
530,Pindeco,8,6.0,1133.03,NFL Dynasty
530,TenAndJerry,2,5.0,1269.06,NFL Dynasty
530,Tomcoulton10,11,8.0,1218.84,NFL Dynasty
530,benturvill61,3,9.0,1337.0900000000001,NFL Dynasty
530,calumedwards,4,8.0,1187.1,NFL Dynasty
530,hyperpringle,12,8.0,1205.04,NFL Dynasty
530,jhh82,6,3.0,1113.74,NFL Dynasty
530,mikepearson,9,7.0,1271.8600000000001,NFL Dynasty
530,msouthwell,10,6.0,1218.79,NFL Dynasty
531,0llie,5,10.0,1294.12,NFL Dynasty
531,DanCoulton,1,10.0,1280.97,NFL Dynasty
531,JoeWright,7,7.0,1275.8500000000001,NFL Dynasty
531,Pindeco,8,6.0,1150.71,NFL Dynasty
531,TenAndJerry,2,4.0,1148.56,NFL Dynasty
531,Tomcoulton10,11,9.0,1217.6100000000001,NFL Dynasty
531,benturvill61,3,9.0,1265.22,NFL Dynasty
531,calumedwards,4,4.0,1148.94,NFL Dynasty
531,hyperpringle,12,7.0,1312.11,NFL Dynasty
531,jhh82,6,4.0,1137.01,NFL Dynasty
531,mikepearson,9,7.0,1240.83,NFL Dynasty
531,msouthwell,10,7.0,1208.77,NFL Dynasty
532,0llie,5,9.0,1219.15,NFL Dynasty
532,DanCoulton,1,8.0,1395.92,NFL Dynasty
532,JoeWright,7,9.0,1308.91,NFL Dynasty
532,Pindeco,8,5.0,1065.85,NFL Dynasty
532,TenAndJerry,2,8.0,1239.16,NFL Dynasty
532,Tomcoulton10,11,8.0,1258.59,NFL Dynasty
532,benturvill61,3,7.0,1219.45,NFL Dynasty
532,calumedwards,4,6.0,1070.3,NFL Dynasty
532,hyperpringle,12,8.0,1334.39,NFL Dynasty
532,jhh82,6,2.0,1059.35,NFL Dynasty
532,mikepearson,9,7.0,1227.33,NFL Dynasty
532,msouthwell,10,7.0,1268.67,NFL Dynasty
533,0llie,5,6.0,1241.02,NFL Dynasty
533,DanCoulton,1,5.0,1198.13,NFL Dynasty
533,JoeWright,7,11.0,1347.66,NFL Dynasty
533,Pindeco,8,5.0,1203.32,NFL Dynasty
533,TenAndJerry,2,7.0,1189.71,NFL Dynasty
533,Tomcoulton10,11,10.0,1279.34,NFL Dynasty
533,benturvill61,3,6.0,1123.26,NFL Dynasty
533,calumedwards,4,6.0,1146.25,NFL Dynasty
533,hyperpringle,12,11.0,1451.27,NFL Dynasty
533,jhh82,6,4.0,1125.21,NFL Dynasty
533,mikepearson,9,7.0,1296.8,NFL Dynasty
533,msouthwell,10,6.0,1219.81,NFL Dynasty
534,0llie,5,10.0,1370.49,NFL Dynasty
534,DanCoulton,1,6.0,1279.78,NFL Dynasty
534,JoeWright,7,7.0,1275.83,NFL Dynasty
534,Pindeco,8,6.0,1085.3899999999999,NFL Dynasty
534,TenAndJerry,2,6.0,1219.6,NFL Dynasty
534,Tomcoulton10,11,7.0,1203.53,NFL Dynasty
534,benturvill61,3,9.0,1220.27,NFL Dynasty
534,calumedwards,4,5.0,1144.81,NFL Dynasty
534,hyperpringle,12,7.0,1285.41,NFL Dynasty
534,jhh82,6,2.0,1051.13,NFL Dynasty
534,mikepearson,9,10.0,1218.96,NFL Dynasty
534,msouthwell,10,9.0,1355.55,NFL Dynasty
535,0llie,5,7.0,1245.09,NFL Dynasty
535,DanCoulton,1,8.0,1296.95,NFL Dynasty
535,JoeWright,7,10.0,1317.1,NFL Dynasty
535,Pindeco,8,6.0,1101.48,NFL Dynasty
535,TenAndJerry,2,6.0,1213.23,NFL Dynasty
535,Tomcoulton10,11,8.0,1191.05,NFL Dynasty
535,benturvill61,3,7.0,1208.98,NFL Dynasty
535,calumedwards,4,3.0,1174.56,NFL Dynasty
535,hyperpringle,12,10.0,1339.05,NFL Dynasty
535,jhh82,6,4.0,1197.29,NFL Dynasty
535,mikepearson,9,8.0,1205.3700000000001,NFL Dynasty
535,msouthwell,10,7.0,1269.93,NFL Dynasty
536,0llie,5,8.0,1358.95,NFL Dynasty
536,DanCoulton,1,9.0,1294.52,NFL Dynasty
536,JoeWright,7,12.0,1392.01,NFL Dynasty
536,Pindeco,8,7.0,1145.28,NFL Dynasty
536,TenAndJerry,2,9.0,1318.43,NFL Dynasty
536,Tomcoulton10,11,6.0,1242.31,NFL Dynasty
536,benturvill61,3,6.0,1167.4,NFL Dynasty
536,calumedwards,4,6.0,1195.48,NFL Dynasty
536,hyperpringle,12,7.0,1231.66,NFL Dynasty
536,jhh82,6,4.0,1048.72,NFL Dynasty
536,mikepearson,9,6.0,1257.92,NFL Dynasty
536,msouthwell,10,4.0,1185.78,NFL Dynasty
537,0llie,5,9.0,1305.99,NFL Dynasty
537,DanCoulton,1,4.0,1205.87,NFL Dynasty
537,JoeWright,7,11.0,1326.72,NFL Dynasty
537,Pindeco,8,6.0,1174.21,NFL Dynasty
537,TenAndJerry,2,6.0,1151.12,NFL Dynasty
537,Tomcoulton10,11,9.0,1250.01,NFL Dynasty
537,benturvill61,3,6.0,1218.28,NFL Dynasty
537,calumedwards,4,5.0,1212.81,NFL Dynasty
537,hyperpringle,12,10.0,1348.15,NFL Dynasty
537,jhh82,6,2.0,1171.62,NFL Dynasty
537,mikepearson,9,9.0,1251.95,NFL Dynasty
537,msouthwell,10,7.0,1255.41,NFL Dynasty
538,0llie,5,7.0,1270.14,NFL Dynasty
538,DanCoulton,1,7.0,1232.76,NFL Dynasty
538,JoeWright,7,5.0,1224.0,NFL Dynasty
538,Pindeco,8,7.0,1188.68,NFL Dynasty
538,TenAndJerry,2,6.0,1294.09,NFL Dynasty
538,Tomcoulton10,11,7.0,1280.84,NFL Dynasty
538,benturvill61,3,9.0,1223.57,NFL Dynasty
538,calumedwards,4,5.0,1181.18,NFL Dynasty
538,hyperpringle,12,8.0,1308.99,NFL Dynasty
538,jhh82,6,6.0,1071.67,NFL Dynasty
538,mikepearson,9,10.0,1315.22,NFL Dynasty
538,msouthwell,10,7.0,1218.56,NFL Dynasty
539,0llie,5,6.0,1191.51,NFL Dynasty
539,DanCoulton,1,9.0,1286.93,NFL Dynasty
539,JoeWright,7,9.0,1320.58,NFL Dynasty
539,Pindeco,8,6.0,1077.97,NFL Dynasty
539,TenAndJerry,2,6.0,1220.23,NFL Dynasty
539,Tomcoulton10,11,11.0,1258.46,NFL Dynasty
539,benturvill61,3,6.0,1201.29,NFL Dynasty
539,calumedwards,4,3.0,1079.31,NFL Dynasty
539,hyperpringle,12,6.0,1271.45,NFL Dynasty
539,jhh82,6,8.0,1154.64,NFL Dynasty
539,mikepearson,9,5.0,1209.8899999999999,NFL Dynasty
539,msouthwell,10,9.0,1286.13,NFL Dynasty
540,0llie,5,9.0,1256.17,NFL Dynasty
540,DanCoulton,1,6.0,1189.15,NFL Dynasty
540,JoeWright,7,10.0,1307.1100000000001,NFL Dynasty
540,Pindeco,8,3.0,1152.35,NFL Dynasty
540,TenAndJerry,2,6.0,1180.17,NFL Dynasty
540,Tomcoulton10,11,11.0,1189.67,NFL Dynasty
540,benturvill61,3,7.0,1285.07,NFL Dynasty
540,calumedwards,4,4.0,1143.5,NFL Dynasty
540,hyperpringle,12,9.0,1316.78,NFL Dynasty
540,jhh82,6,2.0,1111.39,NFL Dynasty
540,mikepearson,9,8.0,1273.78,NFL Dynasty
540,msouthwell,10,9.0,1240.08,NFL Dynasty
541,0llie,5,5.0,1295.09,NFL Dynasty
541,DanCoulton,1,4.0,1181.52,NFL Dynasty
541,JoeWright,7,10.0,1402.35,NFL Dynasty
541,Pindeco,8,5.0,1161.01,NFL Dynasty
541,TenAndJerry,2,7.0,1285.23,NFL Dynasty
541,Tomcoulton10,11,8.0,1247.07,NFL Dynasty
541,benturvill61,3,8.0,1304.86,NFL Dynasty
541,calumedwards,4,7.0,1208.04,NFL Dynasty
541,hyperpringle,12,12.0,1361.56,NFL Dynasty
541,jhh82,6,6.0,1232.25,NFL Dynasty
541,mikepearson,9,6.0,1211.55,NFL Dynasty
541,msouthwell,10,6.0,1248.79,NFL Dynasty
542,0llie,5,5.0,1220.97,NFL Dynasty
542,DanCoulton,1,7.0,1222.11,NFL Dynasty
542,JoeWright,7,7.0,1220.34,NFL Dynasty
542,Pindeco,8,6.0,1180.2,NFL Dynasty
542,TenAndJerry,2,4.0,1213.65,NFL Dynasty
542,Tomcoulton10,11,8.0,1291.07,NFL Dynasty
542,benturvill61,3,9.0,1270.1100000000001,NFL Dynasty
542,calumedwards,4,4.0,1098.02,NFL Dynasty
542,hyperpringle,12,10.0,1349.78,NFL Dynasty
542,jhh82,6,5.0,1063.94,NFL Dynasty
542,mikepearson,9,10.0,1350.12,NFL Dynasty
542,msouthwell,10,9.0,1224.97,NFL Dynasty
543,0llie,5,11.0,1330.99,NFL Dynasty
543,DanCoulton,1,6.0,1248.35,NFL Dynasty
543,JoeWright,7,8.0,1291.54,NFL Dynasty
543,Pindeco,8,6.0,1107.36,NFL Dynasty
543,TenAndJerry,2,7.0,1241.35,NFL Dynasty
543,Tomcoulton10,11,8.0,1291.24,NFL Dynasty
543,benturvill61,3,8.0,1224.56,NFL Dynasty
543,calumedwards,4,5.0,1118.11,NFL Dynasty
543,hyperpringle,12,5.0,1176.74,NFL Dynasty
543,jhh82,6,4.0,1124.34,NFL Dynasty
543,mikepearson,9,10.0,1317.5,NFL Dynasty
543,msouthwell,10,6.0,1188.11,NFL Dynasty
544,0llie,5,7.0,1332.6,NFL Dynasty
544,DanCoulton,1,8.0,1232.94,NFL Dynasty
544,JoeWright,7,9.0,1278.2,NFL Dynasty
544,Pindeco,8,2.0,1139.1,NFL Dynasty
544,TenAndJerry,2,6.0,1223.79,NFL Dynasty
544,Tomcoulton10,11,10.0,1250.79,NFL Dynasty
544,benturvill61,3,10.0,1330.12,NFL Dynasty
544,calumedwards,4,6.0,1115.87,NFL Dynasty
544,hyperpringle,12,8.0,1343.14,NFL Dynasty
544,jhh82,6,6.0,1084.03,NFL Dynasty
544,mikepearson,9,6.0,1246.59,NFL Dynasty
544,msouthwell,10,6.0,1213.32,NFL Dynasty
545,0llie,5,8.0,1299.31,NFL Dynasty
545,DanCoulton,1,4.0,1083.87,NFL Dynasty
545,JoeWright,7,9.0,1266.34,NFL Dynasty
545,Pindeco,8,7.0,1144.9,NFL Dynasty
545,TenAndJerry,2,7.0,1181.56,NFL Dynasty
545,Tomcoulton10,11,10.0,1353.89,NFL Dynasty
545,benturvill61,3,7.0,1185.74,NFL Dynasty
545,calumedwards,4,6.0,1228.76,NFL Dynasty
545,hyperpringle,12,8.0,1284.62,NFL Dynasty
545,jhh82,6,1.0,932.22,NFL Dynasty
545,mikepearson,9,9.0,1230.6,NFL Dynasty
545,msouthwell,10,8.0,1180.46,NFL Dynasty
546,0llie,5,7.0,1190.89,NFL Dynasty
