gameweek,roster_id,pp_points,points,manager,matchup_id,opponent_id,pp_points_opponent,points_opponent,pp_win,win,all_play,league
10,8,158.5,143.6,mikepearson,5,3,77.7,77.7,1.0,1.0,9.0,Across The Pond
10,9,126.02,101.64,benturvill61,1,2,115.16000000000001,97.36000000000001,1.0,1.0,4.0,Across The Pond
10,10,111.5,109.8,WALLER79,4,6,120.39999999999999,96.94,0.0,1.0,6.0,Across The Pond
11,1,141.6,112.6,msouthwell,4,3,115.19999999999999,93.4,1.0,1.0,7.0,Across The Pond
11,2,102.24,89.74000000000001,jhh82,2,7,115.1,115.1,0.0,0.0,3.0,Across The Pond
11,3,115.19999999999999,93.4,Dominichudson1986,4,1,141.6,112.6,0.0,0.0,4.0,Across The Pond
11,4,110.26,103.46,DanCoulton,1,9,109.28,84.68,1.0,1.0,6.0,Across The Pond
11,5,126.42,100.42,JPLdavies2024,3,10,158.14,143.14000000000001,0.0,0.0,5.0,Across The Pond
11,6,105.09999999999998,79.12,steveoreilly7,5,8,89.6,88.0,1.0,0.0,0.0,Across The Pond
11,7,115.1,115.1,JoeWright,2,2,102.24,89.74000000000001,1.0,1.0,8.0,Across The Pond
11,8,89.6,88.0,mikepearson,5,6,105.09999999999998,79.12,0.0,1.0,2.0,Across The Pond
11,9,109.28,84.68,benturvill61,1,4,110.26,103.46,0.0,0.0,1.0,Across The Pond
11,10,158.14,143.14000000000001,WALLER79,3,5,126.42,100.42,1.0,1.0,9.0,Across The Pond
12,1,138.56,106.06,msouthwell,4,8,100.35999999999999,72.16,1.0,1.0,4.0,Across The Pond
12,2,121.78,121.28,jhh82,2,4,119.38000000000001,107.98,1.0,1.0,7.0,Across The Pond
12,3,104.56,92.36,Dominichudson1986,5,10,115.96,108.96,0.0,0.0,1.0,Across The Pond
12,4,119.38000000000001,107.98,DanCoulton,2,2,121.78,121.28,0.0,0.0,5.0,Across The Pond
12,5,144.85999999999999,144.66,JPLdavies2024,3,6,133.62,94.12,1.0,1.0,9.0,Across The Pond
12,6,133.62,94.12,steveoreilly7,3,5,144.85999999999999,144.66,0.0,0.0,2.0,Across The Pond
12,7,104.74,104.74,JoeWright,1,9,140.92000000000002,140.92,0.0,0.0,3.0,Across The Pond
12,8,100.35999999999999,72.16,mikepearson,4,1,138.56,106.06,0.0,0.0,0.0,Across The Pond
12,9,140.92000000000002,140.92,benturvill61,1,7,104.74,104.74,1.0,1.0,8.0,Across The Pond
12,10,115.96,108.96,WALLER79,5,3,104.56,92.36,1.0,1.0,6.0,Across The Pond
13,1,107.6,88.9,msouthwell,2,2,99.04,79.74,1.0,1.0,5.0,Across The Pond
13,2,99.04,79.74,jhh82,2,1,107.6,88.9,0.0,0.0,3.0,Across The Pond
13,3,103.66,91.5,Dominichudson1986,5,6,101.12,64.04,1.0,1.0,6.0,Across The Pond
13,4,115.83999999999999,84.89999999999999,DanCoulton,3,10,76.66,42.9,1.0,1.0,4.0,Across The Pond
13,5,160.29999999999998,147.2,JPLdavies2024,1,9,77.36,54.54,1.0,1.0,9.0,Across The Pond
13,6,101.12,64.04,steveoreilly7,5,3,103.66,91.5,0.0,0.0,2.0,Across The Pond
13,7,126.84,113.24,JoeWright,4,8,106.84,96.03999999999999,1.0,1.0,8.0,Across The Pond
13,8,106.84,96.03999999999999,mikepearson,4,7,126.84,113.24,0.0,0.0,7.0,Across The Pond
13,9,77.36,54.54,benturvill61,1,5,160.29999999999998,147.2,0.0,0.0,1.0,Across The Pond
13,10,76.66,42.9,WALLER79,3,4,115.83999999999999,84.89999999999999,0.0,0.0,0.0,Across The Pond
14,1,0.0,0.0,msouthwell,1,9,0.0,0.0,0.5,0.5,4.5,Across The Pond
14,2,0.0,0.0,jhh82,2,5,0.0,0.0,0.5,0.5,4.5,Across The Pond
14,3,0.0,0.0,Dominichudson1986,4,7,0.0,0.0,0.5,0.5,4.5,Across The Pond
14,4,0.0,0.0,DanCoulton,3,6,0.0,0.0,0.5,0.5,4.5,Across The Pond
14,5,0.0,0.0,JPLdavies2024,2,2,0.0,0.0,0.5,0.5,4.5,Across The Pond
14,6,0.0,0.0,steveoreilly7,3,4,0.0,0.0,0.5,0.5,4.5,Across The Pond
14,7,0.0,0.0,JoeWright,4,3,0.0,0.0,0.5,0.5,4.5,Across The Pond
14,8,0.0,0.0,mikepearson,5,10,0.0,0.0,0.5,0.5,4.5,Across The Pond
14,9,0.0,0.0,benturvill61,1,1,0.0,0.0,0.5,0.5,4.5,Across The Pond
14,10,0.0,0.0,WALLER79,5,8,0.0,0.0,0.5,0.5,4.5,Across The Pond
15,1,0.0,0.0,msouthwell,4,7,0.0,0.0,0.5,0.5,4.5,Across The Pond
15,2,0.0,0.0,jhh82,2,6,0.0,0.0,0.5,0.5,4.5,Across The Pond
15,3,0.0,0.0,Dominichudson1986,3,4,0.0,0.0,0.5,0.5,4.5,Across The Pond
15,4,0.0,0.0,DanCoulton,3,3,0.0,0.0,0.5,0.5,4.5,Across The Pond
15,5,0.0,0.0,JPLdavies2024,5,8,0.0,0.0,0.5,0.5,4.5,Across The Pond
15,6,0.0,0.0,steveoreilly7,2,2,0.0,0.0,0.5,0.5,4.5,Across The Pond
15,7,0.0,0.0,JoeWright,4,1,0.0,0.0,0.5,0.5,4.5,Across The Pond
15,8,0.0,0.0,mikepearson,5,5,0.0,0.0,0.5,0.5,4.5,Across The Pond
15,9,0.0,0.0,benturvill61,1,10,0.0,0.0,0.5,0.5,4.5,Across The Pond
15,10,0.0,0.0,WALLER79,1,9,0.0,0.0,0.5,0.5,4.5,Across The Pond
1,1,150.88,136.88,benturvill61,2,11,112.72,96.72,1.0,1.0,11.0,Super Flex Keeper
1,2,143.78000000000003,103.62,mikepearson,3,10,110.97999999999999,97.32,1.0,1.0,4.0,Super Flex Keeper
1,3,117.34,102.04,splangtree,4,6,123.2,106.8,0.0,0.0,3.0,Super Flex Keeper
1,4,131.0,117.9,DanCoulton,5,9,142.07999999999998,118.28,0.0,0.0,7.0,Super Flex Keeper
1,5,139.32,114.96000000000001,Tomcoulton10,6,8,154.14,133.24,0.0,0.0,6.0,Super Flex Keeper
1,6,123.2,106.8,0llie,4,3,117.34,102.04,1.0,1.0,5.0,Super Flex Keeper
1,7,143.94,133.34,Pindeco,1,12,107.94,80.24,1.0,1.0,10.0,Super Flex Keeper
1,8,154.14,133.24,JoeWright,6,5,139.32,114.96000000000001,1.0,1.0,9.0,Super Flex Keeper
1,9,142.07999999999998,118.28,hyperpringle,5,4,131.0,117.9,1.0,1.0,8.0,Super Flex Keeper
1,10,110.97999999999999,97.32,msouthwell,3,2,143.78000000000003,103.62,0.0,0.0,2.0,Super Flex Keeper
1,11,112.72,96.72,LannySenior,2,1,150.88,136.88,0.0,0.0,1.0,Super Flex Keeper
1,12,107.94,80.24,jhh82,1,7,143.94,133.34,0.0,0.0,0.0,Super Flex Keeper
2,1,162.60000000000002,136.92000000000002,benturvill61,1,10,144.42000000000002,116.02000000000001,1.0,1.0,10.0,Super Flex Keeper
2,2,150.24,118.18,mikepearson,3,7,164.62,156.72,0.0,0.0,6.0,Super Flex Keeper
2,3,112.76,101.06,splangtree,6,5,137.84,119.94,0.0,0.0,1.0,Super Flex Keeper
2,4,133.98000000000002,82.82000000000001,DanCoulton,5,6,124.75999999999999,114.44,1.0,0.0,0.0,Super Flex Keeper
2,5,137.84,119.94,Tomcoulton10,6,3,112.76,101.06,1.0,1.0,7.0,Super Flex Keeper
2,6,124.75999999999999,114.44,0llie,5,4,133.98000000000002,82.82000000000001,0.0,1.0,4.0,Super Flex Keeper
2,7,164.62,156.72,Pindeco,3,2,150.24,118.18,1.0,1.0,11.0,Super Flex Keeper
2,8,124.38,112.78,JoeWright,4,9,137.01999999999998,136.62,0.0,0.0,3.0,Super Flex Keeper
2,9,137.01999999999998,136.62,hyperpringle,4,8,124.38,112.78,1.0,1.0,9.0,Super Flex Keeper
2,10,144.42000000000002,116.02000000000001,msouthwell,1,1,162.60000000000002,136.92000000000002,0.0,0.0,5.0,Super Flex Keeper
2,11,141.04,107.14,LannySenior,2,12,150.85999999999999,135.86,0.0,0.0,2.0,Super Flex Keeper
2,12,150.85999999999999,135.86,jhh82,2,11,141.04,107.14,1.0,1.0,8.0,Super Flex Keeper
3,1,76.24,47.14,benturvill61,4,8,104.98,81.08,0.0,0.0,0.0,Super Flex Keeper
3,2,117.34,98.14,mikepearson,3,3,160.17999999999998,151.88,0.0,0.0,2.0,Super Flex Keeper
3,3,160.17999999999998,151.88,splangtree,3,2,117.34,98.14,1.0,1.0,11.0,Super Flex Keeper
3,4,143.85999999999999,135.56,DanCoulton,5,12,128.38,102.08,1.0,1.0,9.0,Super Flex Keeper
3,5,133.16,121.92,Tomcoulton10,6,7,128.76000000000002,120.06,1.0,1.0,6.0,Super Flex Keeper
3,6,113.11999999999999,107.22,0llie,2,11,143.28,126.3,0.0,0.0,4.0,Super Flex Keeper
3,7,128.76000000000002,120.06,Pindeco,6,5,133.16,121.92,0.0,0.0,5.0,Super Flex Keeper
3,8,104.98,81.08,JoeWright,4,1,76.24,47.14,1.0,1.0,1.0,Super Flex Keeper
3,9,138.78,132.48,hyperpringle,1,10,185.68,150.86,0.0,0.0,8.0,Super Flex Keeper
3,10,185.68,150.86,msouthwell,1,9,138.78,132.48,1.0,1.0,10.0,Super Flex Keeper
3,11,143.28,126.3,LannySenior,2,6,113.11999999999999,107.22,1.0,1.0,7.0,Super Flex Keeper
3,12,128.38,102.08,jhh82,5,4,143.85999999999999,135.56,0.0,0.0,3.0,Super Flex Keeper
4,1,100.98,90.28,benturvill61,1,7,169.86,149.96,0.0,0.0,1.0,Super Flex Keeper
4,2,151.82,131.1,mikepearson,3,12,173.10000000000002,145.4,0.0,0.0,7.0,Super Flex Keeper
4,3,103.15999999999998,70.34,splangtree,4,9,145.7,120.06,0.0,0.0,0.0,Super Flex Keeper
4,4,155.83999999999997,134.08,DanCoulton,5,8,127.94,112.03999999999999,1.0,1.0,8.0,Super Flex Keeper
4,5,175.33999999999997,159.14,Tomcoulton10,6,6,128.92000000000002,120.32,1.0,1.0,11.0,Super Flex Keeper
4,6,128.92000000000002,120.32,0llie,6,5,175.33999999999997,159.14,0.0,0.0,5.0,Super Flex Keeper
4,7,169.86,149.96,Pindeco,1,1,100.98,90.28,1.0,1.0,10.0,Super Flex Keeper
4,8,127.94,112.03999999999999,JoeWright,5,4,155.83999999999997,134.08,0.0,0.0,3.0,Super Flex Keeper
4,9,145.7,120.06,hyperpringle,4,3,103.15999999999998,70.34,1.0,1.0,4.0,Super Flex Keeper
4,10,142.54000000000002,122.36,msouthwell,2,11,117.44,101.54,1.0,1.0,6.0,Super Flex Keeper
4,11,117.44,101.54,LannySenior,2,10,142.54000000000002,122.36,0.0,0.0,2.0,Super Flex Keeper
4,12,173.10000000000002,145.4,jhh82,3,2,151.82,131.1,1.0,1.0,9.0,Super Flex Keeper
5,1,132.24,121.34,benturvill61,3,2,168.63999999999996,131.84,0.0,0.0,3.0,Super Flex Keeper
5,2,168.63999999999996,131.84,mikepearson,3,1,132.24,121.34,1.0,1.0,8.0,Super Flex Keeper
5,3,115.85999999999999,107.16,splangtree,5,4,127.12,127.12,0.0,0.0,2.0,Super Flex Keeper
5,4,127.12,127.12,DanCoulton,5,3,115.85999999999999,107.16,1.0,1.0,5.0,Super Flex Keeper
5,5,167.24,139.82,Tomcoulton10,6,9,152.40000000000003,123.42,1.0,1.0,10.0,Super Flex Keeper
5,6,88.86,79.86,0llie,4,8,117.44,106.54,0.0,0.0,0.0,Super Flex Keeper
5,7,128.48,127.68,Pindeco,2,11,164.98000000000002,142.18,0.0,0.0,6.0,Super Flex Keeper
5,8,117.44,106.54,JoeWright,4,6,88.86,79.86,1.0,1.0,1.0,Super Flex Keeper
5,9,152.40000000000003,123.42,hyperpringle,6,5,167.24,139.82,0.0,0.0,4.0,Super Flex Keeper
5,10,157.28,138.6,msouthwell,1,12,132.66,127.76,1.0,1.0,9.0,Super Flex Keeper
5,11,164.98000000000002,142.18,LannySenior,2,7,128.48,127.68,1.0,1.0,11.0,Super Flex Keeper
5,12,132.66,127.76,jhh82,1,10,157.28,138.6,0.0,0.0,7.0,Super Flex Keeper
6,1,98.76,84.46000000000001,benturvill61,1,3,117.36,114.06,0.0,0.0,1.0,Super Flex Keeper
6,2,139.78000000000003,120.4,mikepearson,3,6,134.94,128.34,1.0,0.0,7.0,Super Flex Keeper
6,3,117.36,114.06,splangtree,1,1,98.76,84.46000000000001,1.0,1.0,5.0,Super Flex Keeper
6,4,177.50000000000003,153.1,DanCoulton,5,10,120.53999999999999,119.14,1.0,1.0,10.0,Super Flex Keeper
6,5,110.0,98.88,Tomcoulton10,6,12,167.7,167.5,0.0,0.0,3.0,Super Flex Keeper
6,6,134.94,128.34,0llie,3,2,139.78000000000003,120.4,0.0,1.0,9.0,Super Flex Keeper
6,7,107.69999999999999,83.5,Pindeco,4,9,126.50000000000001,123.0,0.0,0.0,0.0,Super Flex Keeper
6,8,120.36000000000001,94.16,JoeWright,2,11,114.62,103.42,1.0,0.0,2.0,Super Flex Keeper
6,9,126.50000000000001,123.0,hyperpringle,4,7,107.69999999999999,83.5,1.0,1.0,8.0,Super Flex Keeper
6,10,120.53999999999999,119.14,msouthwell,5,4,177.50000000000003,153.1,0.0,0.0,6.0,Super Flex Keeper
6,11,114.62,103.42,LannySenior,2,8,120.36000000000001,94.16,0.0,1.0,4.0,Super Flex Keeper
6,12,167.7,167.5,jhh82,6,5,110.0,98.88,1.0,1.0,11.0,Super Flex Keeper
7,1,110.88,103.28,benturvill61,1,12,136.92000000000002,131.22,0.0,0.0,3.0,Super Flex Keeper
7,2,180.79999999999998,158.28,mikepearson,3,11,131.14000000000001,94.56,1.0,1.0,11.0,Super Flex Keeper
7,3,118.5,108.6,splangtree,5,8,129.84,114.03999999999999,0.0,0.0,5.0,Super Flex Keeper
7,4,164.96,134.46,DanCoulton,6,5,179.04000000000002,149.2,0.0,0.0,8.0,Super Flex Keeper
7,5,179.04000000000002,149.2,Tomcoulton10,6,4,164.96,134.46,1.0,1.0,9.0,Super Flex Keeper
7,6,106.0,104.1,0llie,4,9,167.22,151.72,0.0,0.0,4.0,Super Flex Keeper
7,7,93.44,90.24,Pindeco,2,10,108.05999999999999,101.94,0.0,0.0,0.0,Super Flex Keeper
7,8,129.84,114.03999999999999,JoeWright,5,3,118.5,108.6,1.0,1.0,6.0,Super Flex Keeper
7,9,167.22,151.72,hyperpringle,4,6,106.0,104.1,1.0,1.0,10.0,Super Flex Keeper
7,10,108.05999999999999,101.94,msouthwell,2,7,93.44,90.24,1.0,1.0,2.0,Super Flex Keeper
7,11,131.14000000000001,94.56,LannySenior,3,2,180.79999999999998,158.28,0.0,0.0,1.0,Super Flex Keeper
7,12,136.92000000000002,131.22,jhh82,1,1,110.88,103.28,1.0,1.0,7.0,Super Flex Keeper
8,1,192.32000000000002,182.62,benturvill61,2,11,94.66,72.96000000000001,1.0,1.0,11.0,Super Flex Keeper
8,2,142.88,140.18,mikepearson,3,10,129.92,123.42,1.0,1.0,7.0,Super Flex Keeper
8,3,98.55999999999999,98.56,splangtree,4,6,145.98000000000002,142.34,0.0,0.0,3.0,Super Flex Keeper
8,4,116.63999999999999,104.64,DanCoulton,5,9,144.94,144.94,0.0,0.0,4.0,Super Flex Keeper
8,5,115.4,91.8,Tomcoulton10,6,8,180.89999999999998,159.7,0.0,0.0,2.0,Super Flex Keeper
8,6,145.98000000000002,142.34,0llie,4,3,98.55999999999999,98.56,1.0,1.0,8.0,Super Flex Keeper
8,7,58.58,58.58,Pindeco,1,12,123.82000000000001,107.82,0.0,0.0,0.0,Super Flex Keeper
8,8,180.89999999999998,159.7,JoeWright,6,5,115.4,91.8,1.0,1.0,10.0,Super Flex Keeper
8,9,144.94,144.94,hyperpringle,5,4,116.63999999999999,104.64,1.0,1.0,9.0,Super Flex Keeper
8,10,129.92,123.42,msouthwell,3,2,142.88,140.18,0.0,0.0,6.0,Super Flex Keeper
8,11,94.66,72.96000000000001,LannySenior,2,1,192.32000000000002,182.62,0.0,0.0,1.0,Super Flex Keeper
8,12,123.82000000000001,107.82,jhh82,1,7,58.58,58.58,1.0,1.0,5.0,Super Flex Keeper
9,1,143.72,106.16,benturvill61,2,4,155.82,147.22,0.0,0.0,3.0,Super Flex Keeper
9,2,108.98,100.06,mikepearson,6,8,143.34,128.14,0.0,0.0,2.0,Super Flex Keeper
9,3,101.29999999999998,75.74,splangtree,4,12,121.27999999999999,121.28,0.0,0.0,0.0,Super Flex Keeper
9,4,155.82,147.22,DanCoulton,2,1,143.72,106.16,1.0,1.0,11.0,Super Flex Keeper
9,5,139.74,114.03999999999999,Tomcoulton10,3,10,147.35999999999999,130.3,0.0,0.0,4.0,Super Flex Keeper
9,6,138.26,132.06,0llie,1,7,79.28,77.38,1.0,1.0,8.0,Super Flex Keeper
9,7,79.28,77.38,Pindeco,1,6,138.26,132.06,0.0,0.0,1.0,Super Flex Keeper
9,8,143.34,128.14,JoeWright,6,2,108.98,100.06,1.0,1.0,6.0,Super Flex Keeper
9,9,151.45999999999998,133.26,hyperpringle,5,11,147.8,141.7,1.0,0.0,9.0,Super Flex Keeper
9,10,147.35999999999999,130.3,msouthwell,3,5,139.74,114.03999999999999,1.0,1.0,7.0,Super Flex Keeper
9,11,147.8,141.7,LannySenior,5,9,151.45999999999998,133.26,0.0,1.0,10.0,Super Flex Keeper
9,12,121.27999999999999,121.28,jhh82,4,3,101.29999999999998,75.74,1.0,1.0,5.0,Super Flex Keeper
10,1,117.93999999999998,103.14,benturvill61,1,10,134.7,125.32,0.0,0.0,4.0,Super Flex Keeper
10,2,119.84,118.14,mikepearson,3,7,124.78,124.78,0.0,0.0,5.0,Super Flex Keeper
10,3,114.22,99.72,splangtree,6,5,134.42000000000002,120.7,0.0,0.0,3.0,Super Flex Keeper
10,4,152.02,133.32,DanCoulton,5,6,138.95999999999998,127.26,1.0,1.0,10.0,Super Flex Keeper
10,5,134.42000000000002,120.7,Tomcoulton10,6,3,114.22,99.72,1.0,1.0,6.0,Super Flex Keeper
10,6,138.95999999999998,127.26,0llie,5,4,152.02,133.32,0.0,0.0,9.0,Super Flex Keeper
10,7,124.78,124.78,Pindeco,3,2,119.84,118.14,1.0,1.0,7.0,Super Flex Keeper
10,8,112.18,88.08,JoeWright,4,9,181.32,175.52,0.0,0.0,1.0,Super Flex Keeper
10,9,181.32,175.52,hyperpringle,4,8,112.18,88.08,1.0,1.0,11.0,Super Flex Keeper
10,10,134.7,125.32,msouthwell,1,1,117.93999999999998,103.14,1.0,1.0,8.0,Super Flex Keeper
10,11,107.14000000000001,64.14,LannySenior,2,12,105.24000000000001,99.54,1.0,0.0,0.0,Super Flex Keeper
10,12,105.24000000000001,99.54,jhh82,2,11,107.14000000000001,64.14,0.0,1.0,2.0,Super Flex Keeper
11,1,131.76000000000002,108.84,benturvill61,1,7,128.44,127.44,1.0,0.0,6.0,Super Flex Keeper
11,2,99.84,98.04,mikepearson,3,12,122.26,122.25999999999999,0.0,0.0,2.0,Super Flex Keeper
11,3,103.39999999999999,99.22,splangtree,4,9,183.72,155.72,0.0,0.0,3.0,Super Flex Keeper
11,4,118.78,106.17999999999999,DanCoulton,5,8,115.34,86.44,1.0,1.0,4.0,Super Flex Keeper
11,5,80.42,77.72,Tomcoulton10,6,6,122.10000000000001,121.9,0.0,0.0,0.0,Super Flex Keeper
11,6,122.10000000000001,121.9,0llie,6,5,80.42,77.72,1.0,1.0,7.0,Super Flex Keeper
11,7,128.44,127.44,Pindeco,1,1,131.76000000000002,108.84,0.0,1.0,9.0,Super Flex Keeper
11,8,115.34,86.44,JoeWright,5,4,118.78,106.17999999999999,0.0,0.0,1.0,Super Flex Keeper
11,9,183.72,155.72,hyperpringle,4,3,103.39999999999999,99.22,1.0,1.0,11.0,Super Flex Keeper
11,10,126.63999999999999,106.24000000000001,msouthwell,2,11,146.68,133.78,0.0,0.0,5.0,Super Flex Keeper
11,11,146.68,133.78,LannySenior,2,10,126.63999999999999,106.24000000000001,1.0,1.0,10.0,Super Flex Keeper
11,12,122.26,122.25999999999999,jhh82,3,2,99.84,98.04,1.0,1.0,8.0,Super Flex Keeper
12,1,131.42000000000002,120.3,benturvill61,3,5,182.62,174.96,0.0,0.0,6.0,Super Flex Keeper
12,2,169.14,150.34,mikepearson,6,9,149.26000000000002,124.16,1.0,1.0,10.0,Super Flex Keeper
12,3,101.84,100.14,splangtree,5,11,124.18,115.8,0.0,0.0,2.0,Super Flex Keeper
12,4,143.64,131.24,DanCoulton,2,7,106.8,106.3,1.0,1.0,9.0,Super Flex Keeper
12,5,182.62,174.96,Tomcoulton10,3,1,131.42000000000002,120.3,1.0,1.0,11.0,Super Flex Keeper
12,6,96.68,83.03999999999999,0llie,4,10,135.22,124.82,0.0,0.0,1.0,Super Flex Keeper
12,7,106.8,106.3,Pindeco,2,4,143.64,131.24,0.0,0.0,4.0,Super Flex Keeper
12,8,112.16,100.16,JoeWright,1,12,88.16,76.86,1.0,1.0,3.0,Super Flex Keeper
12,9,149.26000000000002,124.16,hyperpringle,6,2,169.14,150.34,0.0,0.0,7.0,Super Flex Keeper
12,10,135.22,124.82,msouthwell,4,6,96.68,83.03999999999999,1.0,1.0,8.0,Super Flex Keeper
12,11,124.18,115.8,LannySenior,5,3,101.84,100.14,1.0,1.0,5.0,Super Flex Keeper
12,12,88.16,76.86,jhh82,1,8,112.16,100.16,0.0,0.0,0.0,Super Flex Keeper
13,1,110.17999999999999,95.98,benturvill61,3,2,118.27999999999999,107.18,0.0,0.0,7.0,Super Flex Keeper
13,2,118.27999999999999,107.18,mikepearson,3,1,110.17999999999999,95.98,1.0,1.0,8.0,Super Flex Keeper
13,3,159.48,145.26,splangtree,5,4,124.24,95.94,1.0,1.0,11.0,Super Flex Keeper
13,4,124.24,95.94,DanCoulton,5,3,159.48,145.26,0.0,0.0,6.0,Super Flex Keeper
13,5,107.01999999999998,78.92,Tomcoulton10,6,9,122.58,108.48,0.0,0.0,1.0,Super Flex Keeper
13,6,123.62,87.44,0llie,4,8,129.74,92.54,0.0,0.0,3.0,Super Flex Keeper
13,7,112.2,83.8,Pindeco,2,11,71.0,64.0,1.0,1.0,2.0,Super Flex Keeper
13,8,129.74,92.54,JoeWright,4,6,123.62,87.44,1.0,1.0,5.0,Super Flex Keeper
13,9,122.58,108.48,hyperpringle,6,5,107.01999999999998,78.92,1.0,1.0,9.0,Super Flex Keeper
13,10,121.16000000000001,89.96000000000001,msouthwell,1,12,128.70000000000002,115.6,0.0,0.0,4.0,Super Flex Keeper
13,11,71.0,64.0,LannySenior,2,7,112.2,83.8,0.0,0.0,0.0,Super Flex Keeper
13,12,128.70000000000002,115.6,jhh82,1,10,121.16000000000001,89.96000000000001,1.0,1.0,10.0,Super Flex Keeper
14,1,0.0,0.0,benturvill61,1,12,0.0,0.0,0.5,0.5,5.5,Super Flex Keeper
14,2,0.0,0.0,mikepearson,3,11,0.0,0.0,0.5,0.5,5.5,Super Flex Keeper
14,3,0.0,0.0,splangtree,5,8,0.0,0.0,0.5,0.5,5.5,Super Flex Keeper
14,4,0.0,0.0,DanCoulton,6,5,0.0,0.0,0.5,0.5,5.5,Super Flex Keeper
14,5,0.0,0.0,Tomcoulton10,6,4,0.0,0.0,0.5,0.5,5.5,Super Flex Keeper
14,6,0.0,0.0,0llie,4,9,0.0,0.0,0.5,0.5,5.5,Super Flex Keeper
14,7,0.0,0.0,Pindeco,2,10,0.0,0.0,0.5,0.5,5.5,Super Flex Keeper
14,8,0.0,0.0,JoeWright,5,3,0.0,0.0,0.5,0.5,5.5,Super Flex Keeper
14,9,0.0,0.0,hyperpringle,4,6,0.0,0.0,0.5,0.5,5.5,Super Flex Keeper
14,10,0.0,0.0,msouthwell,2,7,0.0,0.0,0.5,0.5,5.5,Super Flex Keeper
14,11,0.0,0.0,LannySenior,3,2,0.0,0.0,0.5,0.5,5.5,Super Flex Keeper
14,12,0.0,0.0,jhh82,1,1,0.0,0.0,0.5,0.5,5.5,Super Flex Keeper
1,1,111.60000000000001,98.72,DanCoulton,5,5,157.16,125.56,0.0,0.0,5.0,NFL Dynasty
1,2,151.82000000000002,107.08,TenAndJerry,4,3,125.06,117.26,1.0,0.0,7.0,NFL Dynasty
1,3,125.06,117.26,benturvill61,4,2,151.82000000000002,107.08,0.0,1.0,9.0,NFL Dynasty
1,4,114.58000000000001,87.38,calumedwards,3,7,144.68,109.08000000000001,0.0,0.0,1.0,NFL Dynasty
1,5,157.16,125.56,0llie,5,1,111.60000000000001,98.72,1.0,1.0,11.0,NFL Dynasty
1,6,86.8,84.4,jhh82,1,8,144.32000000000002,87.5,0.0,0.0,0.0,NFL Dynasty
1,7,144.68,109.08000000000001,JoeWright,3,4,114.58000000000001,87.38,1.0,1.0,8.0,NFL Dynasty
1,8,144.32000000000002,87.5,Pindeco,1,6,86.8,84.4,1.0,1.0,2.0,NFL Dynasty
1,9,144.31999999999996,122.22,mikepearson,2,10,138.28,106.32000000000001,1.0,1.0,10.0,NFL Dynasty
1,10,138.28,106.32000000000001,msouthwell,2,9,144.31999999999996,122.22,0.0,0.0,6.0,NFL Dynasty
1,11,144.66,97.18,Tomcoulton10,6,12,129.42,91.61999999999999,1.0,1.0,4.0,NFL Dynasty
1,12,129.42,91.61999999999999,hyperpringle,6,11,144.66,97.18,0.0,0.0,3.0,NFL Dynasty
2,1,145.34,113.64,DanCoulton,6,11,107.22000000000001,80.92,1.0,1.0,5.0,NFL Dynasty
2,2,156.4,126.68,TenAndJerry,4,4,189.70000000000002,177.5,0.0,0.0,9.0,NFL Dynasty
2,3,105.5,95.7,benturvill61,3,7,176.2,140.24,0.0,0.0,2.0,NFL Dynasty
2,4,189.70000000000002,177.5,calumedwards,4,2,156.4,126.68,1.0,1.0,11.0,NFL Dynasty
2,5,146.33999999999997,115.12,0llie,5,12,123.49999999999999,117.0,1.0,0.0,6.0,NFL Dynasty
2,6,99.6,77.98,jhh82,1,9,145.78,116.48,0.0,0.0,0.0,NFL Dynasty
2,7,176.2,140.24,JoeWright,3,3,105.5,95.7,1.0,1.0,10.0,NFL Dynasty
2,8,107.96000000000001,104.06,Pindeco,2,10,174.84,96.0,0.0,1.0,4.0,NFL Dynasty
2,9,145.78,116.48,mikepearson,1,6,99.6,77.98,1.0,1.0,7.0,NFL Dynasty
2,10,174.84,96.0,msouthwell,2,8,107.96000000000001,104.06,1.0,0.0,3.0,NFL Dynasty
2,11,107.22000000000001,80.92,Tomcoulton10,6,1,145.34,113.64,0.0,0.0,1.0,NFL Dynasty
2,12,123.49999999999999,117.0,hyperpringle,5,5,146.33999999999997,115.12,0.0,1.0,8.0,NFL Dynasty
3,1,117.03999999999999,87.34,DanCoulton,6,12,135.16000000000003,120.26,0.0,0.0,3.0,NFL Dynasty
3,2,139.62,136.51999999999998,TenAndJerry,3,7,184.54000000000005,181.64,0.0,0.0,9.0,NFL Dynasty
3,3,164.02,149.42,benturvill61,4,4,112.72,87.11999999999999,1.0,1.0,10.0,NFL Dynasty
3,4,112.72,87.11999999999999,calumedwards,4,3,164.02,149.42,0.0,0.0,2.0,NFL Dynasty
3,5,113.12,80.72,0llie,5,11,148.55999999999997,101.69999999999999,0.0,0.0,1.0,NFL Dynasty
3,6,114.72,67.4,jhh82,1,10,116.32000000000002,93.12,0.0,0.0,0.0,NFL Dynasty
3,7,184.54000000000005,181.64,JoeWright,3,2,139.62,136.51999999999998,1.0,1.0,11.0,NFL Dynasty
3,8,120.96000000000002,104.38,Pindeco,2,9,152.96,121.26,0.0,0.0,6.0,NFL Dynasty
3,9,152.96,121.26,mikepearson,2,8,120.96000000000002,104.38,1.0,1.0,8.0,NFL Dynasty
